desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
	218	96000	M¶nh Thiªn Cang	3	2	1	30390	2				¡¡				
	218	20000	M¶nh Thiªn M«n	3	2	1	30410	2				¡¡				
	218	40000	VÐ TiÕu Y §ång	3	2	1	30493	1				720				
	218	20000	VÐ TiÕu Y B¹c	3	2	1	30492	1				720				
	218	30000	Hµo HiÖp LÖnh	3	2	95	2084	2				¡¡				
	218	70000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1				¡¡				
	218	70000	Sinh Sinh Hãa T¸n	3	1	0	11	1				¡¡				
	218	70000	V¹n VËt Quy Nguyªn §¬n	3	1	0	16	1				¡¡				
	218	40000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1				¡¡				
	218	50000	Tinh Hoa UÈn Linh CÊp 5	3	2	1	30667	2				¡¡				
	218	20000	Tinh Hoa UÈn Linh CÊp 6	3	2	1	30668	2				¡¡				
hd_1y_putong	219	60000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	219	60000	Giµy V¶i Th«	3	0	154	1	1			4					
	219	60000	¸o Choµng T¹o Bè	3	0	152	1	1			4					
	219	40000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1			4					
	219	60000	ThiÕt Tinh cÊp 1	3	2	1	30533	1			4					
	219	30000	Tiªu KiÕp t¸n	3	2	0	141	1			4					
	219	60000	Ng­ng Tinh Lé	3	2	1	30804	1			4					
	219	80000	§æi Tiªu LÖnh	3	2	95	918	1			4					
	219	10000	§¸ quý cÊp 1	3	2	22	101	1			4					
	219	10000	§¸ quý cÊp 1	3	2	22	201	1			4					
	219	10000	§¸ quý cÊp 1	3	2	22	301	1			4					
	219	10000	§¸ quý cÊp 1	3	2	22	401	1			4					
	219	270000	®iÓm kinh nghiÖm	4				200000								
	219	110000	®iÓm kinh nghiÖm	4				1000000								
	219	90000	®iÓm kinh nghiÖm	4				2000000								
	219	40000	®iÓm kinh nghiÖm	4				5000000								
hd_1y_jipin	220	10000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1								
	220	5000	¸o Choµng Háa V©n	3	0	152	3	1								
	220	5000	¸o Choµng Ngò Hµnh Kim ChÕ	3	0	152	4	1								
	220	5000	¸o Choµng Ngò Hµnh Méc ChÕ	3	0	152	5	1								
	220	5000	¸o Choµng Ngò Hµnh Thñy ChÕ	3	0	152	6	1								
	220	5000	¸o Choµng Ngò Hµnh Háa ChÕ	3	0	152	7	1								
	220	5000	¸o Choµng Ngò Hµnh Thæ ChÕ	3	0	152	8	1								
	220	5000	¸o Choµng Ngò Hµnh ¢m ChÕ	3	0	152	9	1								
	220	30000	Tinh Hoa UÈn Linh CÊp 5	3	2	1	30667	1								
	220	10000	Tinh Hoa UÈn Linh CÊp 6	3	2	1	30668	1								
	220	50000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	220	10000	Linh Ngäc	3	2	1	30682	1								
	220	10000	Linh ThiÕt	3	2	1	30681	1								
	220	40000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	220	20000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	220	10000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	220	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	220	20000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	220	5000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	220	30000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1				168				
	220	70000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1								
	220	70000	Sinh Sinh Hãa T¸n	3	1	0	16	1								
	220	70000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1								
	220	50000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1								
	220	180000	®iÓm kinh nghiÖm	4				200000								
	220	120000	®iÓm kinh nghiÖm	4				1000000								
	220	80000	®iÓm kinh nghiÖm	4				2000000								
	220	50000	®iÓm kinh nghiÖm	4				5000000								
jubaoex	221	533800	Kinh nghiÖm	4				888888								
	221	50000	HuyÒn Viªm ThiÕt	3	2	1	30670	1								
	221	50000	Viªm Linh Ti	3	2	1	30671	1								
	221	50000	Da Ma Lang	3	2	1	30672	1								
	221	50000	Da §Þa Long	3	2	1	30673	1								
	221	50000	Tiªn ¢m Th¹ch	3	2	1	30674	1								
	221	10000	§ång TÕ Chi NguyÖn	3	0	0	999	1			4					
	221	10000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1			4					
	221	100	Qu©n C«ng §¹i	3	2	1	9998	1			4					
	221	3000	C­êng Tam Thanh hoµn	3	2	1	1098	1			4					
	221	3000	§¹i B¹ch C©u hoµn	3	2	1	1007	1			4					
	221	3000	C­êng Lôc ThÇn hoµn	3	2	1	1065	1			4					
	221	10000	TiÓu Nh©n s©m qu¶	3	2	0	552	1			4					
	221	50000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1			4					
	221	50000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1			4					
	221	50000	Sinh Sinh Hãa T¸n	3	1	0	16	1			4					
	221	3000	Tiªu KiÕp t¸n	3	2	0	141	1			4					
	221	2000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1			4					
	221	2000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1			4					
	221	10000	¸o Choµng CÈm §o¹n	3	0	152	2	1			4					
	221	10000	¸o Choµng T¹o Bè	3	0	152	1	1			4					
	221	100	Tinh Hoa UÈn Linh CÊp 6	3	2	1	30668	1			4					
cailu	222	640000	Kinh nghiÖm	4				1,000,000								
	222	20000	VÐ TiÕu Y Vµng	3	2	1	30491	1			4					
	222	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	222	100000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	222	100000	M¶nh §ång TiÒn	3	2	1	31010	1			4					
	222	50000	§iÓm Phong Hoa	18				1								
	222	20000	§iÓm Phong Hoa	18				2								
	222	10000	§iÓm Phong Hoa	18				5								
	222	5000	§ång TiÒn C¸t T­êng	3	2	1	31007	1			4					
	222	5000	Hép Trang Søc Nh¸nh §µo	3	2	1	31011	1			4					
newyearlishi	223	300000	Kinh nghiÖm	4				50000000								
	223	200000	Kinh nghiÖm	4				80000000								
	223	20000	Kinh nghiÖm	4				100000000								
	223	200000	§iÓm Phong Hoa	18				10								
	223	100000	§iÓm Phong Hoa	18				20								
	223	50000	§iÓm Phong Hoa	18				50								
	223	70000	§ång TiÒn C¸t T­êng	3	2	1	31007	1			4					
	223	50000	§ång TiÒn C¸t T­êng	3	2	1	31007	2			4					
	223	10000	§ång TiÒn C¸t T­êng	3	2	1	31007	3			4					
caishenbox	224	200000	Kinh nghiÖm	4				50000000								
	224	110000	Kinh nghiÖm	4				80000000								
	224	100000	Kinh nghiÖm	4				100000000								
	224	104900	Xu	5				1000000								
	224	10000	Xu	5				5000000								
	224	10000	Xu	5				10000000								
	224	50000	§ång TiÒn C¸t T­êng	3	2	1	31007	1			4					
	224	10000	§ång TiÒn C¸t T­êng	3	2	1	31007	5			4					
	224	100000	Thiªn Kiªu LÖnh	3	2	97	236	5			4					
	224	50000	Thiªn Kiªu LÖnh	3	2	97	236	10			4					
	224	50000	Thiªn Kiªu LÖnh	3	2	97	236	20			4					
	224	50000	HuyÕtTrÝchTh¹ch Lv3	3	2	22	103	1			4					
	224	50000	NguyÖtB¹chTh¹ch Lv3	3	2	22	203	1			4					
	224	50000	Hæ Ph¸ch Th¹ch CÊp 3	3	2	22	303	1			4					
	224	50000	H¾c DiÖu Th¹ch CÊp 3	3	2	22	403	1			4					
	224	5000	Quµ Ngo¹i Trang-Th­êng	3	2	1	31008	1			4		1			
	224	100	Quµ Ngo¹i Trang-Hµo Hoa	3	2	1	31009	1			4		1			
hd_1y_msqdlb	225	250000	M¶nh Thiªn Cang	3	2	1	30390	4				¡¡				
	225	100000	M¶nh Thiªn M«n	3	2	1	30410	1				¡¡				
	225	90000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1				¡¡				
	225	90000	Sinh Sinh Hãa T¸n	3	1	0	16	1				¡¡				
	225	90000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1				¡¡				
	225	50000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1				¡¡				
	225	40000	B¹ch C©u Hoµn	3	2	1	270	1				168				
	225	20000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	225	10000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	225	15000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	225	3000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168				
	225	30000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1				¡¡				
	225	10000	BÝ Ng©n To¶n	3	2	1	30538	1				¡¡				
	225	10000	BÝ Ng©n Chïy	3	2	1	30539	1				¡¡				
	225	20000	VÐ TiÕu Y Vµng	3	2	1	30491	1				¡¡				
	225	40000	VÐ TiÕu Y B¹c	3	2	1	30492	1				¡¡				
	225	20000	§ång TÕ Chi NguyÖn	3	2	1	30913	1				¡¡				
	225	20000	Tô Linh Hoµn	3	2	1	30458	1				168				
	225	6000	§¹i Tô Linh Hoµn	3	2	1	30459	1				168				
	225	2000	Tô Linh Tiªn §¬n	3	2	1	30460	1				168				
	225	84000	®iÓm kinh nghiÖm	4				2000000								
SLYWZ_YJSLPMJ_a	226		LuyÖn	9				550								
	226		®iÓm kinh nghiÖm	4				10000000								
	226		Kinh M¹ch §ång Nh©n	3	2	1	30730	3			4					
	226		M¶nh MËt TÞch	3	2	1	30669	10			4					
SLYWZ_YJSLPMJ_b	227		LuyÖn	9				400								
	227		®iÓm kinh nghiÖm	4				7000000								
	227		Kinh M¹ch §ång Nh©n	3	2	1	30730	2			4					
	227		M¶nh MËt TÞch	3	2	1	30669	8			4					
SLYWZ_YJSLPMJ_c	228		LuyÖn	9				300								
	228		®iÓm kinh nghiÖm	4				3000000								
	228		Kinh M¹ch §ång Nh©n	3	2	1	30730	1			4					
	228		M¶nh MËt TÞch	3	2	1	30669	7			4					
SLYWZ_YJJSHYJ	229		LuyÖn	9				300								
	229		Ng©n §Ünh	3	2	1	31013	1			4					
SLYWZ_YJGRPMJ_a	230		Thiªn M«n Kim LÖnh	3	2	1	30370	1			0					
	230		Ng©n §Ünh	3	2	1	31013	3			4					
SLYWZ_YJGRPMJ_b	231		Thiªn Cang LÖnh	3	2	95	204	1			0					
	231		Ng©n §Ünh	3	2	1	31013	2			4					
SLYWZ_EJSLPMJ_a	232		LuyÖn	9				3500								
	232		R­¬ng xÕp h¹ng thÕ lùc	3	2	1	31035	3			4					
SLYWZ_EJSLPMJ_b	233		LuyÖn	9				1700								
	233		R­¬ng xÕp h¹ng thÕ lùc	3	2	1	31035	2			4					
SLYWZ_EJSLPMJ_c	234		LuyÖn	9				1000								
	234		R­¬ng xÕp h¹ng thÕ lùc	3	2	1	31035	1			4					
SLYWZ_EJGRPMJ_a	235		Vâ T­¬ng Kim Lu©n	3	0	120	121	1			4	168				
	235		Vâ T­¬ng Kim Lu©n-Ch©n	3	0	121	85	1			4	168				
	235		Vâ T­¬ng Kim Lu©n-Vai	3	0	119	97	1			4	168				
SLYWZ_EJGRPMJ_b	236		Phong Háa Liªn Thµnh	3	0	120	122	1			4	168				
	236		VÕt ch©n Phong Háa Liªn Thµnh	3	0	121	86	1			4	168				
	236		Phong Háa Liªn Thµnh-Vai	3	0	119	98	1			4	168				
SLYWZ_EJGRPMJ_c	237		BÝch H¶i Lam Phong	3	0	120	120	1			4	168				
	237		BÝch H¶i Lam Phong-Ch©n	3	0	121	84	1			4	168				
	237		BÝch H¶i Lam Phong-Vai	3	0	119	96	1			4	168				
SLYWZ_EJGRPMJ_d	238		§ång KiÕm Thu Thñy	3	0	120	158	1	1			168				
	238		§ång KiÕm Thu Thñy	3	0	120	159	1	2			168				
	238		§ång KiÕm Thu Thñy	3	0	120	160	1	3			168				
	238		§ång KiÕm Thu Thñy	3	0	120	161	1	4			168				
SLYWZ_YWHYJ_a	239		exp	4				10000000								
	239		R­¬ng DiÔn Vâ	3	2	1	31025	10								
SLYWZ_YWHYJ_b	240		exp	4				5000000								
	240		R­¬ng DiÔn Vâ	3	2	1	31025	5								
SLYWZ_YWHYJ_c	241		exp	4				3000000								
	241		R­¬ng DiÔn Vâ	3	2	1	31025	3								
SLYWZ_YWHYJ_d	242		exp	4				2000000								
	242		R­¬ng DiÔn Vâ	3	2	1	31025	2								
SLYWZ_YWHYJ_e	243		exp	4				1000000								
	243		R­¬ng DiÔn Vâ	3	2	1	31025	1								
SLYWZ_YWHYBX_FREE	244	200000	exp	4				500000								
	244	30000	C©y b¸t nh· nhá	3	2	0	504	1			4					
	244	25000	C©y B¸t Nh·	3	2	0	398	1			4					
	244	100000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1			4					
	244	100000	Sinh Sinh Hãa T¸n	3	1	0	16	1			4					
	244	100000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1			4					
	244	60000	§¹i Nh©n s©m	3	2	0	553	1			4	168				
	244	60000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	244	60000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1			4	168				
	244	60000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	244	80000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	244	10000	VÐ TiÕu Y Vµng	3	2	1	30491	1			4					
	244	80000	Tô Linh Hoµn	3	2	1	30458	1			4	168				
	244	10000	§¹i Tô Linh Hoµn	3	2	1	30459	1			4	168				
	244	5000	Tô Linh Tiªn §¬n	3	2	1	30460	1			4	168	1			
	244	20000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1			4		1			
SLYWZ_YWHYBX_IB	245	100000	exp	4				1000000								
	245	50000	C©y b¸t nh· nhá	3	2	0	504	1								
	245	50000	C©y B¸t Nh·	3	2	0	398	1								
	245	150000	H¾c Ngäc §o¹n Tôc Cao (tiÓu)	3	2	1	489	1								
	245	150000	Sinh Sinh Hãa T¸n (tiÓu)	3	2	1	483	1								
	245	150000	V¹n VËt Quy Nguyªn §¬n (tiÓu)	3	2	1	495	1								
	245	20000	CÊp 3 TÈy T©m Th¹ch	3	2	1	30523	1								
	245	20000	CÊp 3 LuyÖn L« ThiÕt	3	2	1	30529	1								
	245	60000	M¶nh Tu Ch©n YÕu QuyÕt	3	2	1	30315	1								
	245	54000	VÐ TiÕu Y §ång	3	2	1	30493	1								
	245	80000	VÐ TiÕu Y B¹c	3	2	1	30492	1								
	245	10000	VÐ TiÕu Y Vµng	3	2	1	30491	1								
	245	60000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	245	5000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	245	1000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168	1			
	245	20000	BÝch Tóy	3	2	1	30922	1					1			
	245	10000	TÈy T©m Th¹ch cÊp 4	3	2	1	30524	1					1			
	245	10000	LuyÖn L« ThiÕt cÊp 4	3	2	1	30530	1					1			
SLYWZ_SLPMBX	246	500000	TiÓu To¸i Ng©n	3	2	1	31012	1			4					
	246	100000	H¾c Ngäc §o¹n Tôc Cao	3	1	0	6	1			4					
	246	100000	Sinh Sinh Hãa T¸n	3	1	0	16	1			4					
	246	100000	V¹n VËt Quy Nguyªn §¬n	3	1	0	11	1			4					
	246	50000	§¹i Nh©n s©m	3	2	0	553	1			4	168				
	246	50000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	246	100000	Kinh nghiÖm	4				1000000								
JD_free1	251	20000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	251	20000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	251	20000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	251	80000	Thiªn M«n Hång D­îc	3	1	0	30003	5			4					
	251	80000	Thiªn M«n Lam D­îc	3	1	0	30004	5			4					
	251	30000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	251	40000	TÈy T©m Th¹ch Kho¸ng	3	2	1	30536	1								
	251	40000	LuyÖn L« ThiÕt Kho¸ng	3	2	1	30537	1								
	251	40000	ThiÕt Tinh CÊp 1	3	2	1	30533	1			4					
	251	20000	ThiÕt Tinh CÊp 2	3	2	1	30534	1			4					
	251	60000	ThiÕt Tinh CÊp 3	3	2	1	30535	1			4			44;16		
	251	120000	Huy ch­¬ng anh hïng	3	2	1	30499	1								
	251	60000	Huy ch­¬ng anh hïng	3	2	1	30499	2								
	251	110000	Th¸i NhÊt §ång QuyÓn	3	2	1	31066	1			4			44;15		
	251	40000	§ång TÕ Chi NguyÖn	3	2	1	30913	1			4			44;17		
	251	100000	Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh)	3	2	102	208	1			4					
	251	80000	Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh)	3	2	102	209	1			4					
	251	40000	Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh)	3	2	102	210	1			4		1			
JD_IB1	252	60000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	252	20000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	252	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	252	50000	Huy ch­¬ng anh hïng	3	2	1	30499	1								
	252	20000	Huy ch­¬ng anh hïng	3	2	1	30499	2								
	252	20000	Th¸i NhÊt ThiÕt QuyÓn	3	2	1	31067	1						44;18		
	252	20000	Tói §¸ Quý CÊp 3	3	2	1	31000	1								
	252	50000	L­u Kim	3	2	1	31096	1						44;19		
	252	40000	Thiªn V¨n Th¹ch	3	2	201	13	1								
	252	300	Cæ Kim Th¹ch	3	2	201	14	1					1			
	252	10	§iÓm Tinh Ngäc-Nhá	3	2	201	16	1					1			
	252	150000	Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh)	3	2	102	219	1								
	252	150000	Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh)	3	2	102	220	1								
	252	314890	Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh)	3	2	102	221	1								
	252	50000	Th­¬ng H¶i Ch©u Lv4 (Ch­a gi¸m ®Þnh)	3	2	102	222	1					1			
	252	22000	Th­¬ng H¶i Ch©u Lv5 (Ch­a gi¸m ®Þnh)	3	2	102	223	1					1			
	252	2000	Th­¬ng H¶i Ch©u Lv6 (Ch­a gi¸m ®Þnh)	3	2	102	224	1					1			
	252	800	Th­¬ng H¶i Ch©u Lv7 (Ch­a gi¸m ®Þnh)	3	2	102	225	1					1			
YXJD_free1	259	40000	Tu Ch©n YÕu QuyÕt	3	2	0	554	1			4	168				
	259	40000	 Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	259	40000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	259	1000	L­u Kim	3	2	1	31096	1			4			44;19		
	259	40000	B¹ch C©u Hoµn	3	2	1	270	1			4	168				
	259	40000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1				168				
	259	40000	HuyÒn Th¹ch	3	2	1	30997	1				168				
	259	50000	ThiÕt Tinh CÊp 1	3	2	1	30533	1			4					
	259	20000	ThiÕt Tinh CÊp 2	3	2	1	30534	1			4					
	259	54000	ThiÕt Tinh CÊp 3	3	2	1	30535	1			4			44;16		
	259	110000	Huy ch­¬ng anh hïng	3	2	1	30499	1								
	259	50000	Huy ch­¬ng anh hïng	3	2	1	30499	2								
	259	80000	Th¸i NhÊt §ång QuyÓn	3	2	1	31066	1			4			44;15		
	259	20000	§ång TÕ Chi NguyÖn	3	2	1	30913	2			4			44;17		
	259	220000	Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh)	3	2	102	208	1			4					
	259	100000	Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh)	3	2	102	209	1			4					
	259	50000	Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh)	3	2	102	210	1			4					
	259	5000	Th­¬ng H¶i Ch©u Lv4 (Ch­a gi¸m ®Þnh)	3	2	102	211	1			4		1			
YXJD_IB1	260	60000	§¹i B¹ch C©u hoµn	3	2	1	1007	1				168				
	260	20000	B¹ch C©u Tiªn ®¬n	3	2	1	1008	1				168				
	260	30000	§¹i Nh©n s©m	3	2	0	553	1				168				
	260	50000	Huy ch­¬ng anh hïng	3	2	1	30499	1								
	260	20000	Huy ch­¬ng anh hïng	3	2	1	30499	2								
	260	20000	Th¸i NhÊt ThiÕt QuyÓn	3	2	1	31067	1								
	260	20000	§¸ quý cÊp 4	3	2	1	31001	1								
	260	50000	L­u Kim	3	2	1	31096	1						44;19		
	260	40000	Thiªn V¨n Th¹ch	3	2	201	13	1								
	260	300	Cæ Kim Th¹ch	3	2	201	14	1					1			
	260	10	§iÓm Tinh Ngäc-Nhá	3	2	201	16	1					1			
	260	150000	Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh)	3	2	102	219	1								
	260	150000	Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh)	3	2	102	220	1								
	260	314890	Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh)	3	2	102	221	1								
	260	50000	Th­¬ng H¶i Ch©u Lv4 (Ch­a gi¸m ®Þnh)	3	2	102	222	1					1			
	260	22000	Th­¬ng H¶i Ch©u Lv5 (Ch­a gi¸m ®Þnh)	3	2	102	223	1					1			
	260	2000	Th­¬ng H¶i Ch©u Lv6 (Ch­a gi¸m ®Þnh)	3	2	102	224	1					1			
	260	800	Th­¬ng H¶i Ch©u Lv7 (Ch­a gi¸m ®Þnh)	3	2	102	225	1					1			
gem_lv5_normal	263	250000	HuyÕtTrÝchTh¹ch Lv5	3	2	22	105	1								
	263	250000	NguyÖtB¹chTh¹ch Lv5	3	2	22	205	1								
	263	250000	Hæ Ph¸ch Th¹ch CÊp 5	3	2	22	305	1								
	263	250000	H¾c DiÖu Th¹ch CÊp 5	3	2	22	405	1								
9y_jrptbx	284	90000	Tiªu KiÕp t¸n	3	2	0	141	1			4					
	284	90000	Giµy V¶i Th«	3	0	154	1	1								
	284	90000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	284	90000	¸o Choµng T¹o Bè	3	0	152	1	1								
	284	90000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1			4					
	284	90000	§æi Tiªu LÖnh	3	2	95	918	1			4					
	284	90000	Ng­ng Tinh Lé	3	2	1	30804	1			4					
	284	90000	ThiÕt Tinh CÊp 1	3	2	1	30533	1			4					
	284	90000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1			4					
	284	90000	§ång TÕ Chi NguyÖn	3	2	1	30913	1			4					
	284	40000	Th¸i NhÊt §ång QuyÓn	3	2	1	31066	1								
	284	60000	§«n Hoµng HuyÒn ThiÕt	3	2	1	31118	1					1			
9y_jrgjbx	285	130000	Viªm Linh Ti	3	2	1	30671	30								
	285	130000	HuyÒn Viªm ThiÕt	3	2	1	30670	30								
	285	130000	Da §Þa Long	3	2	1	30672	30								
	285	130000	Da Ma Lang	3	2	1	30673	30								
	285	130000	Tiªn ¢m Th¹ch	3	2	1	30674	30								
	285	40000	Th¸i NhÊt LÖnh	3	2	1	30687	1					1			
	285	50000	§«n Hoµng HuyÒn ThiÕt	3	2	1	31118	1								
	285	50000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	285	60000	M¶nh Bé Ngo¹i Trang Hång Phong	3	2	1	31164	1					1			
	285	5000	PhiÕu Khiªu ChiÕn	3	2	1	31058	1					1			
	285	50000	Th¸i NhÊt ThiÕt QuyÓn	3	2	1	31067	1								
	285	5000	Kh¾c B¶n Vì CÊp 1 (§Çu)	3	2	1	31068	1								
	285	5000	Kh¾c B¶n Vì CÊp 2 (§Çu)	3	2	1	31078	1								
	285	70000	Hµo HiÖp LÖnh	3	2	95	2084	1								
	285	15000	VÈy Kú L©n	3	2	1	31064	1					1			
9y_jrhhbx	286	150000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
	286	30000	Kinh M¹ch Ng©n Nh©n	3	2	1	30731	1								
	286	50000	Th¸i NhÊt ThiÕt QuyÓn	3	2	1	31067	1								
	286	5000	Kh¾c B¶n Vì CÊp 2 (ƒo)	3	2	1	31079	1					1			
	286	5000	Kh¾c B¶n Vì CÊp 2 (§Çu)	3	2	1	31078	1					1			
	286	60000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1								
	286	70000	Hµo HiÖp LÖnh	3	2	95	2084	5								
	286	50000	L­u Kim	3	2	1	31096	1								
	286	100000	§«n Hoµng HuyÒn ThiÕt	3	2	1	31118	1								
	286	50000	§¸ quý cÊp 1	3	2	22	101	1								
	286	50000	§¸ quý cÊp 1	3	2	22	201	1								
	286	50000	§¸ quý cÊp 1	3	2	22	301	1								
	286	50000	§¸ quý cÊp 1	3	2	22	401	1								
	286	30000	Linh Th¹ch khãa (1)	3	2	1	30904	1								
	286	30000	Linh Th¹ch khãa (2)	3	2	1	30905	1								
	286	30000	Linh Th¹ch khãa (3)	3	2	1	30906	1								
	286	20000	Linh Th¹ch khãa (4)	3	2	1	30907	1								
	286	20000	Linh Th¹ch khãa (5)	3	2	1	30908	1								
	286	20000	Linh Th¹ch khãa (6)	3	2	1	30909	1								
	286	130000	M¶nh Bé Ngo¹i Trang Hång Phong	3	2	1	31164	1					1			
5ji_huoban_book	287	80000	Ch©n KhÝ Hé ThÓ CÊp 5	3	2	150	67	1								
	287	80000	Ých Thä Diªn D­¬ng CÊp 5	3	2	150	68	1								
	287	80000	C­êng Th©n B¸ ThÓ CÊp 5	3	2	150	69	1								
	287	80000	¢m Phong Thùc Cèt CÊp 5	3	2	150	70	1								
	287	20000	HuyÒn Vò V« Song CÊp 5	3	2	150	71	1								
	287	50000	V« Hµnh V« T­¬ng CÊp 5	3	2	150	72	1								
	287	80000	Kim Linh Phô ThÓ CÊp 5	3	2	150	73	1								
	287	80000	Méc Linh Phô ThÓ CÊp 5	3	2	150	74	1								
	287	80000	Thuû Linh Phô ThÓ CÊp 5	3	2	150	75	1								
	287	80000	Ho¶ Linh Phô ThÓ CÊp 5	3	2	150	76	1								
	287	80000	Thæ Linh Phô ThÓ CÊp 5	3	2	150	77	1								
	287	50000	Ph¸ Kh«ng Tr¶m ¶nh CÊp 5	3	2	150	78	1								
	287	50000	S¸t Th­¬ng Gia N©ng CÊp 5	3	2	150	79	1								
	287	20000	Khinh Linh TÊn TËt CÊp 5	3	2	150	80	1								
	287	50000	V« H×nh Chi Cæ CÊp 5	3	2	150	81	1								
	287	20000	Linh Quang NhÊt ThiÓm CÊp 1	3	2	150	82	1						47;4		
	287	5000	Ng­ng ThÇn QuyÕt CÊp 1	3	2	150	83	1						47;5		
	287	5000	Kinh §µo QuyÕt CÊp 1	3	2	150	84	1						47;6		
	287	5000	Nguyªn Thñy B¹o Né CÊp 1	3	2	150	85	1						47;7		
	287	5000	ThiÕt Bè Sam CÊp 1	3	2	150	86	1						47;8		
chaojidan	288	50000	Sãi ®iªn	10	4			1								
	288	50000	Qu¹ §en	10	5			1								
	288	50000	C¸ sÊu	10	6			1								
	288	50000	C¸p M«	10	7			1								
	288	50000	D¬i hót m¸u	10	8			1								
	288	50000	Bß c¹p	10	9			1								
	288	40000	Ng©n Hå	10	10			1								
	288	40000	Th­¬ng Viªn	10	11			1								
	288	40000	Thô Qu¸i	10	12			1								
	288	40000	GÊu x¸m	10	13			1								
	288	40000	Ong ®éc	10	14			1								
