remark	LineId	GroupId	Type	Name	MainG	MainD	MainP	MainN	GainG	GainD	GainP	GainN	Need1G	Need1D	Need1P	Need1N	Need2G	Need2D	Need2P	Need2N	Need3G	Need3D	Need3P	Need3N	Need4G	Need4D	Need4P	Need4N	Need5G	Need5D	Need5P	Need5N	NeedMoney	Desc1	Desc2	Desc3	
Chongzhu	107		2	ChiÕn Hµi Liªu T­íng Qu©n	0	154	21	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	108		2	ChiÕn Hµi Liªu Nguyªn So¸i	0	154	25	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	109		2	Thiªn H¹ V« Song Kh«i	0	103	30207	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	110		2	Thiªn H¹ V« Song Kh«i	0	103	30208	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	111		2	Thiªn H¹ V« Song Kh«i	0	103	30209	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	112		2	Thiªn H¹ V« Song Kh«i	0	103	30210	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	113		2	Thiªn H¹ V« Song Gi¸p	0	100	30207	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	114		2	Thiªn H¹ V« Song Gi¸p	0	100	30208	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	115		2	Thiªn H¹ V« Song Gi¸p	0	100	30209	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	116		2	Thiªn H¹ V« Song Gi¸p	0	100	30210	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	117		2	Thiªn H¹ V« Song Trang	0	101	30207	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	118		2	Thiªn H¹ V« Song Trang	0	101	30208	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	119		2	Thiªn H¹ V« Song Trang	0	101	30209	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	120		2	Thiªn H¹ V« Song Trang	0	101	30210	1					2	1	30523	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã TÈy T©m Th¹ch cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	121		3	Thiªn H¹ V« Song Kh«i	0	103	30207	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	122		3	Thiªn H¹ V« Song Kh«i	0	103	30208	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	123		3	Thiªn H¹ V« Song Kh«i	0	103	30209	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	124		3	Thiªn H¹ V« Song Kh«i	0	103	30210	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	125		3	Thiªn H¹ V« Song Gi¸p	0	100	30207	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	126		3	Thiªn H¹ V« Song Gi¸p	0	100	30208	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	127		3	Thiªn H¹ V« Song Gi¸p	0	100	30209	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	128		3	Thiªn H¹ V« Song Gi¸p	0	100	30210	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	129		3	Thiªn H¹ V« Song Trang	0	101	30207	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	130		3	Thiªn H¹ V« Song Trang	0	101	30208	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	131		3	Thiªn H¹ V« Song Trang	0	101	30209	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
JingLian	132		3	Thiªn H¹ V« Song Trang	0	101	30210	1					2	1	30529	1																	60000	Trang bŞ cÊp sao cµng cao cµn ph¶i cã LuyÖn L« ThiÕt cÊp cµng cao ®Ó thiÕt ®Æt l¹i thuéc tİnh <enter> sau khi trïng luyÖn ®¼ng cÊp kh«ng thay ®æi, ®é c­êng hãa còng kh«ng thay ®æi, cã thÓ lùa chän gi÷ l¹i thuéc tİnh cò, hoÆc lµ nhËn lÊy thuéc tİnh míi. 			
Chongzhu	133		2	¸o Choµng Du HiÖp	0	152	26	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh d­ìng thµnh 2:Néi c«ng/Søc m¹nh/G©n cèt/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	134		2	¸o Choµng ThiÕt HuyÕt	0	152	27	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Søc m¹nh<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Néi c«ng/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	135		2	¸o Choµng V©n Du	0	152	28	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Néi c«ng<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	136		2	Huy Ch­¬ng Du HiÖp	0	153	26	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh d­ìng thµnh 2:Néi c«ng/Søc m¹nh/G©n cèt/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	137		2	Huy Ch­¬ng ThiÕt HuyÕt	0	153	27	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Søc m¹nh<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Néi c«ng/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	138		2	Huy Ch­¬ng V©n Du	0	153	28	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Néi c«ng<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	139		2	Tr­êng Hµi Du HiÖp	0	154	26	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh d­ìng thµnh 2:Néi c«ng/Søc m¹nh/G©n cèt/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	140		2	ChiÕn Hµi ThiÕt HuyÕt	0	154	27	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Søc m¹nh<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Néi c«ng/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
Chongzhu	141		2	§¹o Hµi V©n Du	0	154	28	1					2	1	30524	1																	80000	Thuéc tİnh d­ìng thµnh 1:Néi c«ng<enter><enter>Thuéc tİnh d­ìng thµnh 2:G©n cèt/Th©n ph¸p/Linh ho¹t/Sinh lùc/Tû lÖ sinh lùc			
JingLian	142		3	¸o Choµng Du HiÖp	0	152	26	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Linh ho¹t/Th©n ph¸p <enter><enter> Thuéc tİnh më khãa 2: Ph¶n ®ßn ngo¹i c«ng/Ph¶n ®ßn néi c«ng/T¨ng s¸t th­¬ng/KÌm theo ®éc s¸t/T¨ng s¸t th­¬ng ®éc cæ			
JingLian	143		3	¸o Choµng ThiÕt HuyÕt	0	152	27	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Søc m¹nh/G©n cèt/Sinh lùc<enter><enter> Thuéc tİnh më khãa 2: Ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng/Ph¶n ®ßn s¸t th­¬ng néi c«ng/T¨ng ngo¹i c«ng/§iÓm sè tæng c«ng kİch ngo¹i c«ng			
JingLian	144		3	¸o Choµng V©n Du	0	152	28	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Néi c«ng/Th©n ph¸p/Linh ho¹t <enter><enter> Thuéc tİnh më khãa 2: T¨ng néi c«ng/§iÓm sè tæng c«ng kİch néi c«ng/Néi c«ng lín nhÊt trªn vò khİ t¨ng/Néi c«ng nhá nhÊt trªn vò khİ			
JingLian	145		3	Huy Ch­¬ng Du HiÖp	0	153	26	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Linh ho¹t/Th©n ph¸p <enter><enter> Thuéc tİnh më khãa 2: Ph¶n ®ßn ngo¹i c«ng/Ph¶n ®ßn néi c«ng/T¨ng s¸t th­¬ng/KÌm theo ®éc s¸t/T¨ng s¸t th­¬ng ®éc cæ			
JingLian	146		3	Huy Ch­¬ng ThiÕt HuyÕt	0	153	27	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Søc m¹nh/G©n cèt/Sinh lùc<enter><enter> Thuéc tİnh më khãa 2: Ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng/Ph¶n ®ßn s¸t th­¬ng néi c«ng/T¨ng ngo¹i c«ng/§iÓm sè tæng c«ng kİch ngo¹i c«ng			
JingLian	147		3	Huy Ch­¬ng V©n Du	0	153	28	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Néi c«ng/Th©n ph¸p/Linh ho¹t <enter><enter> Thuéc tİnh më khãa 2: T¨ng néi c«ng/§iÓm sè tæng c«ng kİch néi c«ng/Néi c«ng lín nhÊt trªn vò khİ t¨ng/Néi c«ng nhá nhÊt trªn vò khİ			
JingLian	148		3	Tr­êng Hµi Du HiÖp	0	154	26	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Linh ho¹t/Th©n ph¸p <enter><enter> Thuéc tİnh më khãa 2: T¨ng tèc ®é di chuyÓn/T¨ng tèc ®é xuÊt chiªu/Kh¸ng tÊt c¶/T¨ng chİ mÖnh			
JingLian	149		3	ChiÕn Hµi ThiÕt HuyÕt	0	154	27	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Søc m¹nh/G©n cèt/Sinh lùc <enter><enter> Thuéc tİnh më khãa 2: Tèc ®é di chuyÓn/T¨ng tèc ®é di chuyÓn/Hót sinh lùc/Gi¶m thä th­¬ng			
JingLian	150		3	§¹o Hµi V©n Du	0	154	28	1					2	1	30530	1																	80000	Thuéc tİnh më khãa 1: Néi c«ng/Th©n ph¸p/Linh ho¹t <enter><enter> Thuéc tİnh më khãa 2: Tèc ®é di chuyÓn/Tèc ®é xuÊt chiªu/Gi¶m thä th­¬ng/T¨ng chİ mÖnh			
Chongzhu	151		2	¸o kho¸c HiÖp Cèt	0	152	29	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Søc m¹nh/G©n cèt/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/kh¸ng tÊt c¶			
Chongzhu	152		2	¸o kho¸c Qñy Phï	0	152	30	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Søc m¹nh/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
Chongzhu	153		2	¸o kho¸c §»ng V©n	0	152	31	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Néi Lùc/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Søc m¹nh/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
Chongzhu	154		2	Huy ch­¬ng HiÖp Cèt	0	153	29	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Søc m¹nh/G©n cèt/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/kh¸ng tÊt c¶			
Chongzhu	155		2	Huy ch­¬ng Qñy Phï	0	153	30	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Søc m¹nh/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
Chongzhu	156		2	Huy ch­¬ng §»ng V©n	0	153	31	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Néi Lùc/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Søc m¹nh/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
Chongzhu	157		2	HiÖp Cèt Tr­êng Ngoa	0	154	29	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Søc m¹nh/G©n cèt/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/kh¸ng tÊt c¶			
Chongzhu	158		2	Qñy Phï ChiÕn Ngoa	0	154	30	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Søc m¹nh/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Néi Lùc/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
Chongzhu	159		2	§»ng V©n §¹o Ngoa	0	154	31	1					2	1	30525	1																	100000	Thuéc tİnh tr­ëng thµnh 1:Néi Lùc/G©n cèt<enter><enter>Thuéc tİnh tr­ëng thµnh 2:Søc m¹nh/Th©n ph¸p/Linh ho¹t/T¨ng Sinh lùc/T¨ng % sinh lùc<enter><enter>thuéc tİnh tr­ëng thµnh 3:B¹o kİch/T¨ng ngo¹i c«ng/T¨ng néi c«ng/T¨ng néi ngo¹i c«ng/T¨ng Sinh lùc			
JingLian	160		3	¸o kho¸c HiÖp Cèt	0	152	29	1					2	1	30531	1																	100000	Thuéc tİnh më khãa 1:Phßng thñ b¹o kİch/Gi¶m th­¬ng b¹o kİch/T¨ng ngo¹i phßng/T¨ng néi phßng/T¨ng Sinh lùc<enter><enter>Thuéc tİnh më khãa 2:Linh ho¹t/Th©n ph¸p<enter><enter>Thuéc tİnh më khãa 3:T¨ng s¸t th­¬ng/C«ng kİch kÌm theo ®éc s¸t/T¨ng s¸t th­¬ng ®			
JingLian	161		3	¸o kho¸c Qñy Phï	0	152	30	1					2	1	30531	1																	100000	Thuéc tİnh më khãa 1:Phßng thñ b¹o kİch/Gi¶m th­¬ng b¹o kİch/T¨ng ngo¹i phßng/T¨ng néi phßng/T¨ng Sinh lùc<enter><enter>Thuéc tİnh më khãa 2:Søc m¹nh/G©n cèt/T¨ng % sinh lùc<enter><enter>Thuéc tİnh më khãa 3:T¨ng ngo¹i c«ng lín nhÊt trªn vò khİ/T¨ng ngo¹i			
JingLian	162		3	¸o kho¸c §»ng V©n	0	152	31	1					2	1	30531	1																	100000	Thuéc tİnh më khãa 1:Phßng thñ b¹o kİch/Gi¶m th­¬ng b¹o kİch/T¨ng ngo¹i phßng/T¨ng néi phßng/T¨ng Sinh lùc<enter><enter>Thuéc tİnh më khãa 2:Néi Lùc/Th©n ph¸p/Linh ho¹t<enter><enter>Thuéc tİnh më khãa 3:T¨ng néi c«ng lín nhÊt trªn vò khİ/T¨ng néi c«ng nhá			
JingLian	163		3	Huy ch­¬ng HiÖp Cèt	0	153	29	1					2	1	30531	1																	100000	Thuéc tİnh gi¶i khãa 1: phßng béc/gi¶m béc/®iÓm hé gi¸p ngo¹i/®iÓm hé gi¸p néi/®iÓm hé gi¸p néi ngo¹i/®iÓm sinh lùc<enter><enter>thuéc tİnh gi¶i khãa 2: ®éng s¸t/th©n ph¸p<enter><enter> Thuéc tİnh gi¶i khãa 3: Tèc ®é ch¹y/tèc ®é ph¸t huy vâ c«ng/x¸c suÊt 			
JingLian	164		3	Huy ch­¬ng Qñy Phï	0	153	30	1					2	1	30531	1																	100000	Thuéc tİnh më khãa 1:Phßng thñ b¹o kİch/Gi¶m th­¬ng b¹o kİch/T¨ng ngo¹i phßng/T¨ng néi phßng/T¨ng Sinh lùc<enter><enter>Thuéc tİnh më khãa 2:Søc m¹nh/G©n cèt/T¨ng % sinh lùc<enter><enter>Thuéc tİnh më khãa 3:T¨ng ngo¹i c«ng lín nhÊt trªn vò khİ/T¨ng ngo¹i			
JingLian	165		3	Huy ch­¬ng §»ng V©n	0	153	31	1					2	1	30531	1																	100000	Thuéc tİnh më khãa 1:Phßng thñ b¹o kİch/Gi¶m th­¬ng b¹o kİch/T¨ng ngo¹i phßng/T¨ng néi phßng/T¨ng Sinh lùc<enter><enter>Thuéc tİnh më khãa 2:Néi Lùc/Th©n ph¸p/Linh ho¹t<enter><enter>Thuéc tİnh më khãa 3:T¨ng néi c«ng lín nhÊt trªn vò khİ/T¨ng néi c«ng nhá			
