_remark	LineId	MainName	SubName	MainId	SubId
sè mua §å §»ng TriÖu Gäi Phï CÊp 2 trong bang	563	TongExt	TongExt_BuyBossTicket	53	2
sè mua §å §»ng TriÖu Gäi Phï CÊp 3 trong bang	564	TongExt	TongExt_BuyBossTicket	53	3
sè mua §å §»ng TriÖu Gäi Phï CÊp 4 trong bang	565	TongExt	TongExt_BuyBossTicket	53	4
sè mua §å §»ng TriÖu Gäi Phï CÊp 5 trong bang	566	TongExt	TongExt_BuyBossTicket	53	5
sè mua §å §»ng TriÖu Gäi Phï CÊp 6 trong bang	567	TongExt	TongExt_BuyBossTicket	53	6
sè mua §å §»ng TriÖu Gäi Phï CÊp 7 trong bang	568	TongExt	TongExt_BuyBossTicket	53	7
sè mua §å §»ng TriÖu Gäi Phï CÊp 8 trong bang	569	TongExt	TongExt_BuyBossTicket	53	8
sè mua §å §»ng TriÖu Gäi Phï CÊp 9 trong bang	570	TongExt	TongExt_BuyBossTicket	53	9
sè mua §å §»ng TriÖu Gäi Phï CÊp 10 trong bang	571	TongExt	TongExt_BuyBossTicket	53	10
sè lÇn më ho¹t ®éng Tªn Trém §¸ng Sî	572	TongActivity	TongActivity_OpenMission	54	1
sè lÇn sö dông VÐ Sè Bang-Lín	573	TongActivity	TongActivity_BigAward	55	1
sè lÇn sö dông VÐ Sè Bang-Nhá	574	TongActivity	TongActivity_SmallAward	56	1
sè lÇn më C«ng Thµnh ChiÕn	575	CityWar	CityWar_OpenTimes	57	1
sè th¾ng cña bªn c«ng thµnh	576	CityWar	CityWar_AttackerWin	58	1
sè th¾ng cña bªn thñ thµnh	577	CityWar	CityWar_DefenderWin	59	1
§æi Hãa-Tr¶m Ma §ao Ph¸p	578	NewAddenda	NewAddenda1	60	1
§æi Hãa-Nhiªn Méc §ao Ph¸p	579	NewAddenda	NewAddenda2	60	2
§æi TÊn-S­ Tö Hèng	580	NewAddenda	NewAddenda3	60	3
§æi Ngù-ThiÕu L©m Tu T©m Ph¸p	581	NewAddenda	NewAddenda4	60	4
§æi TÊn-Ca DiÖp Thèi	582	NewAddenda	NewAddenda5	60	5
§æi Ng­ng-§¹i Tu Di Ch­ëng	583	NewAddenda	NewAddenda6	60	6
§æi Ng­ng-Truy T©m TiÔn	584	NewAddenda	NewAddenda7	60	7
§æi TriÒn-M·n Thiªn Hoa Vò	585	NewAddenda	NewAddenda8	60	8
§æi Ng­ng-Ngäc N÷ KiÕm Ph¸p	586	NewAddenda	NewAddenda9	60	9
§æi Sinh-Phæ TÕ Chóng Sinh	587	NewAddenda	NewAddenda10	60	10
§æi Ng­ng-NguyÖt Thùc khóc	588	NewAddenda	NewAddenda11	60	11
§æi TriÓn-Mª T©m Phiªu H­¬ng Khóc	589	NewAddenda	NewAddenda12	60	12
§æi Ng­ng-Lôc Hîp QuyÒn Ph¸p	590	NewAddenda	NewAddenda13	60	13
§æi §Þnh-C¸i Bang Ch­ëng Ph¸p	591	NewAddenda	NewAddenda14	60	14
§æi TriÓn-Khu Xµ C«n Ph¸p	592	NewAddenda	NewAddenda15	60	15
§æi Ng­ng-B¸ V­¬ng T¹ Gi¸p	593	NewAddenda	NewAddenda16	60	16
§æi Ng­ng-LiÖt DiÖm KiÕm Ph¸p	594	NewAddenda	NewAddenda17	60	17
§æi TÊn-B«n L«i KiÕm QuyÕt	595	NewAddenda	NewAddenda18	60	18
§æi TriÓn-ThÕ V©n Tung	596	NewAddenda	NewAddenda19	60	19
§æi Ng­ng-Th¸i Êt Tiªu Diªu C«ng	597	NewAddenda	NewAddenda20	60	20
§æi Ngù-D­¬ng Gia Ngù M· ThuËt	598	NewAddenda	NewAddenda21	60	21
§æi ¸m-D­¬ng Gia Ph¸ Phong Th­¬ng	599	NewAddenda	NewAddenda22	60	22
§æi Ng­ng-D­¬ng Gia Liªn X¹ ThuËt	600	NewAddenda	NewAddenda23	60	23
§æi TriÒn?D­¬ng Gia To¸i Kim TiÔn	601	NewAddenda	NewAddenda24	60	24
§æi Ph¸-V¹n §éc §o¹t MÖnh §ao	602	NewAddenda	NewAddenda25	60	25
§æi Ngù-Thao Thi ThuËt	603	NewAddenda	NewAddenda26	60	26
§æi Sinh-Yªu Cæ	604	NewAddenda	NewAddenda27	60	27
§æi Tinh-V¹n Cæ Thùc Thiªn	605	NewAddenda	NewAddenda28	60	28
§æi Ngù-Tiªn Phong L­u T¸n QuyÕt	606	NewAddenda	NewAddenda29	60	29
§æi ¸m-B¨ng Phong QuyÕt	607	NewAddenda	NewAddenda30	60	30
§æi TÊn-D­¬ng Diªm B¹o	608	NewAddenda	NewAddenda31	60	31
§æi Tinh-Ng­ng Háa BÝch	609	NewAddenda	NewAddenda32	60	32
§æi TËt-Thæ Lao TrËn	610	NewAddenda	NewAddenda33	60	33
§æi TriÓn-Cµn Kh«n NghÞch ChuyÓn	611	NewAddenda	NewAddenda34	60	34
§æi Sinh-VÉn Th­¬ng Ên	612	NewAddenda	NewAddenda35	60	35
§æi Ngù-Hµn B¨ng T©m Ph¸p	613	NewAddenda	NewAddenda36	60	36
§æi Ng­ng-Méng Xµ	614	NewAddenda	NewAddenda37	60	37
§æi Ng­ng-§iÖp O¸n	615	NewAddenda	NewAddenda38	60	38
§æi Ph¸-§µo Hoa Ch­¬ng	616	NewAddenda	NewAddenda39	60	39
§æi Sinh-§iÖp LuyÕn Hoa	617	NewAddenda	NewAddenda40	60	40
§æi Ph¶n-ThiÕu L©m §ao Ph¸p	618	NewAddenda	NewAddenda41	60	41
§æi Phong-Nhiªn Méc §ao Ph¸p	619	NewAddenda	NewAddenda42	60	42
§æi Ph¸-§µ L«i Ph¸	620	NewAddenda	NewAddenda43	60	43
§æi §Þnh-BÊt §éng Minh V­¬ng Chó	621	NewAddenda	NewAddenda44	60	44
§æi TÊn-ThiÕu L©m Long Tr¶o Thñ	622	NewAddenda	NewAddenda45	60	45
§æi TÊn-ThÊt B¶o ChiÕu Ph¸p	623	NewAddenda	NewAddenda46	60	46
§æi Ph¸-T©m Nh·n	624	NewAddenda	NewAddenda47	60	47
§æi TriÓn-T©m Nh·n	625	NewAddenda	NewAddenda48	60	48
§æi Hãa-PhËt Quang Phæ ChiÕu	626	NewAddenda	NewAddenda49	60	49
§æi Sinh-Nga My PhËt 	627	NewAddenda	NewAddenda50	60	50
§æi TriÓn-D­¬ng Quan Tam §iÖp	628	NewAddenda	NewAddenda51	60	51
§æi TriÓn-TÜnh D¹ T­	629	NewAddenda	NewAddenda52	60	52
§æi TÊn-Th«ng Tý QuyÒn	630	NewAddenda	NewAddenda53	60	53
§æi Ph¸-C¸i Bang Ch­ëng Ph¸p	631	NewAddenda	NewAddenda54	60	54
§æi Ph¸-C¸i Bang C«n Ph¸p	632	NewAddenda	NewAddenda55	60	55
§æi TriÓn-§¶ CÈu Bæng Ph¸p	633	NewAddenda	NewAddenda56	60	56
§æi §Þnh-Ch©n Vò ThÊt TiÖt KiÕm	634	NewAddenda	NewAddenda57	60	57
§æi Ngù-V« Ng· T©m Ph¸p	635	NewAddenda	NewAddenda58	60	58
§æi Ph¸-ThÊt Tinh QuyÕt	636	NewAddenda	NewAddenda59	60	59
§æi Hãa-Lôc KhÝ Hãa Ngäc C«ng	637	NewAddenda	NewAddenda60	60	60
§æi ¸m-D­¬ng Gia B«n Lang Th­¬ng	638	NewAddenda	NewAddenda61	60	61
§æi TÊn-BÝch NguyÖt Phi Tinh Th­¬ng	639	NewAddenda	NewAddenda62	60	62
§æi TÊn-D­¬ng Gia Tôc MÖnh QuyÕt	640	NewAddenda	NewAddenda63	60	63
§æi Ph¸-L­u Quang TuyÖt ¶nh TiÔn	641	NewAddenda	NewAddenda64	60	64
§æi §Þnh-Thi Béc §¹i Ph¸p	642	NewAddenda	NewAddenda65	60	65
§æi Ph¸-Thi Béc §¹i Ph¸p	643	NewAddenda	NewAddenda66	60	66
§æi Kú-HuyÕt Cæ	644	NewAddenda	NewAddenda67	60	67
§æi Ph¸-§éc Cæ	645	NewAddenda	NewAddenda68	60	68
§æi Ng­ng-Cuång L«i Phï	646	NewAddenda	NewAddenda69	60	69
§æi TriÒn-Oanh L«i Phï	647	NewAddenda	NewAddenda70	60	70
§æi ¸m-ChÝch Phong Toµn	648	NewAddenda	NewAddenda71	60	71
§æi Ngù-Kim L« Hé ThÓ	649	NewAddenda	NewAddenda72	60	72
§æi Ng­ng-Ngò Linh Quy Nguyªn	650	NewAddenda	NewAddenda73	60	73
§æi Ng­ng-Quang Minh Bót Ph¸p	651	NewAddenda	NewAddenda74	60	74
§æi TÊn-Hñ Th­¬ng Ên	652	NewAddenda	NewAddenda75	60	75
§æi §Þnh-§o¹n Cèt Tr¶o	653	NewAddenda	NewAddenda76	60	76
§æi Ngù-Thiªn L¹i T©m Kinh	654	NewAddenda	NewAddenda77	60	77
§æi Ngù-Thiªn Háa DiÔm D­¬ng	655	NewAddenda	NewAddenda78	60	78
§æi Ph¸-Tiªn L­ H­¬ng	656	NewAddenda	NewAddenda79	60	79
§æi TÊn-Hoµn ThÇn ThuËt	657	NewAddenda	NewAddenda80	60	80
§æi Ph¸-Tr¶m Ma §ao Ph¸p	658	NewAddenda	NewAddenda81	60	81
§æi Ph¸-ThiÕu L©m §ao Ph¸p	659	NewAddenda	NewAddenda82	60	82
§æi TÊn-ThiÕu L©m Tu T©m Ph¸p	660	NewAddenda	NewAddenda83	60	83
§æi Ph¸-Cµ Sa Phôc Ma ThÇn C«ng	661	NewAddenda	NewAddenda84	60	84
§æi TÊn-V« ¶nh C­íc	662	NewAddenda	NewAddenda85	60	85
§æi TÊn-V¨n Thï XuÊt V©n Thèi	663	NewAddenda	NewAddenda86	60	86
§æi Ng­ng-B¹o Vò Lª Hoa Ch©m	664	NewAddenda	NewAddenda87	60	87
§æi Miªn-B¹o Vò Lª Hoa Ch©m	665	NewAddenda	NewAddenda88	60	88
§æi Tinh-Nga My PhËt 	666	NewAddenda	NewAddenda89	60	89
§æi Hãa-Nga My PhËt 	667	NewAddenda	NewAddenda90	60	90
§æi Kú-Tïy  Khóc	668	NewAddenda	NewAddenda91	60	91
§æi TÊn-Phóc Thñy T©m Ph¸p	669	NewAddenda	NewAddenda92	60	92
§æi Ph¸-Tóy §iÖp	670	NewAddenda	NewAddenda93	60	93
§æi §Þnh-Tóy §iÖp	671	NewAddenda	NewAddenda94	60	94
§æi ChuyÓn-DiÖu Thñ QuyÕt	672	NewAddenda	NewAddenda95	60	95
§æi §Þnh-C¸i Bang C«n Ph¸p	673	NewAddenda	NewAddenda96	60	96
§æi TÊn-TÝch D­¬ng KiÕm KhÝ	674	NewAddenda	NewAddenda97	60	97
§æi TÊn-V« Ng· T©m Ph¸p	675	NewAddenda	NewAddenda98	60	98
§æi §Þnh-Vâ §ang Bót Ph¸p	676	NewAddenda	NewAddenda99	60	99
§æi Ph¸-Vâ §ang Bót Ph¸p	677	NewAddenda	NewAddenda100	60	100
§æi Hãa-D­¬ng Gia B«n Lang Th­¬ng	678	NewAddenda	NewAddenda101	60	101
§æi Ph¸-D­¬ng Gia Th­¬ng Ph¸p	679	NewAddenda	NewAddenda102	60	102
§æi TÊn-D­¬ng Gia Cung Ph¸p	680	NewAddenda	NewAddenda103	60	103
§æi Sinh-D­¬ng Gia Cung Ph¸p	681	NewAddenda	NewAddenda104	60	104
§æi TÊn-T¹p Thi Tµ KhÝ	682	NewAddenda	NewAddenda105	60	105
§æi Chó-T¹p Thi Tµ KhÝ	683	NewAddenda	NewAddenda106	60	106
§æi Kú-T©m Cæ	684	NewAddenda	NewAddenda107	60	107
§æi Kú-Thi Cæ	685	NewAddenda	NewAddenda108	60	108
§æi Ng­ng-HuyÒn Phong TriÒn  QuyÕt	686	NewAddenda	NewAddenda109	60	109
§æi Ngù-Phong TÕ	687	NewAddenda	NewAddenda110	60	110
§æi Ph¸-Th¸nh Háa §ao Ph¸p	688	NewAddenda	NewAddenda111	60	111
§æi TÊn-Th¸nh Háa §ao Ph¸p	689	NewAddenda	NewAddenda112	60	112
§æi Ng­ng-Ngò Linh T¸n Nguyªn	690	NewAddenda	NewAddenda113	60	113
§æi TÊn-Phong Binh LÖnh	691	NewAddenda	NewAddenda114	60	114
§æi TÊn-Hµn B¨ng T©m Ph¸p	692	NewAddenda	NewAddenda115	60	115
§æi Ên-Hµn B¨ng T©m Ph¸p	693	NewAddenda	NewAddenda116	60	116
§æi Ph¸-Vò V©n T©m Ph¸p	694	NewAddenda	NewAddenda117	60	117
§æi §Þnh-Méng Xµ	695	NewAddenda	NewAddenda118	60	118
§æi Hãa-Hoµn ThÇn ThuËt	696	NewAddenda	NewAddenda119	60	119
§æi Ph¸-B¸ch Hoa Ngäc Lé C«ng	697	NewAddenda	NewAddenda120	60	120
sè ng­êi 6 chuyÓn vµo Ma Vùc mçi ngµy	698	Moyutaoyuan	Trans6Enter	61	1
sè ng­êi 7 chuyÓn vµo Ma Vùc mçi ngµy	699	Moyutaoyuan	Trans7Enter	61	2
sè ng­êi 8 chuyÓn vµo Ma Vùc mçi ngµy	700	Moyutaoyuan	Trans8Enter	61	3
sè ng­êi 9 chuyÓn vµo Ma Vùc mçi ngµy	701	Moyutaoyuan	Trans9Enter	61	4
sè ng­êi 10 chuyÓn vµo Ma Vùc mçi ngµy	702	Moyutaoyuan	Trans10Enter	61	5
sè lÇn giÖt Thiªn ¢m Gi¸o Truyªn Sø mçi ngµy	703	Moyutaoyuan	KillBoss1	62	1
sè lÇn giÖt Thiªn ¢m Gi¸o §å träng th­¬ng mçi ngµy	704	Moyutaoyuan	KillBoss2	62	2
sè lÇn giÖt BOSS ChÇn Lçi mçi ngµy	705	Moyutaoyuan	KillBoss3	62	3
sè ng­êi ®· hoµn thµnh nghiÖm vô 1 cña Long V©n mçi ngµy	706	Moyutaoyuan	LongYunTask1Finish	63	1
sè ng­êi ®· hoµn thµnh nghiÖm vô 2 cña Long V©n mçi ngµy	707	Moyutaoyuan	LongYunTask2Finish	63	2
sè ng­êi ®· bá qua nghiÖm vô 1 cña Long V©n mçi ngµy	708	Moyutaoyuan	LongYunTask1Jump	64	1
sè ng­êi ®· bá qua nghiÖm vô 2 cña Long V©n mçi ngµy	709	Moyutaoyuan	LongYunTask2Jump	64	2
sè ng­êi ®· hoµn thµnh nghiÖm vô 1 cña Cao Høng mçi ngµy	710	Moyutaoyuan	GaoXingTask1Finish	65	1
sè ng­êi ®· hoµn thµnh nghiÖm vô 2 cña Cao Høng mçi ngµy	711	Moyutaoyuan	GaoXingTask2Finish	65	2
sè ng­êi ®· hoµn thµnh nghiÖm vô 3 cña Cao Høng mçi ngµy	712	Moyutaoyuan	GaoXingTask3Finish	65	3
sè ng­êi ®· hoµn thµnh nghiÖm vô 4 cña Cao Høng mçi ngµy	713	Moyutaoyuan	GaoXingTask4Finish	65	4
sè ng­êi ®· hoµn thµnh nghiÖm vô 5 cña Cao Høng mçi ngµy	714	Moyutaoyuan	GaoXingTask5Finish	65	5
Sè trËn HiÖp Lé T­¬ng Phïng më buæi tr­a	715	OneRoadBattle_Noon	BattleStart	66	1
Sè ng­êi tham gia HiÖp Lé T­¬ng Phïng buæi tr­a	716	OneRoadBattle_Noon	PlayerJoinCount	66	2
Sè l­u ph¸i tham gia HiÖp Lé T­¬ng Phïng buæi tr­a	717	OneRoadBattle_Noon	EachRouterJoinCount	66	3
Sè diÖt ®Þch cña c¸c l­u ph¸i trong HiÖp Lé T­¬ng Phïng buæi tr­a	718	OneRoadBattle_Noon	EachRouterKillCount	66	4
Sè lÇn träng th­¬ng cña c¸c l­u ph¸i trong HiÖp Lé T­¬ng Phïng buæi tr­a	719	OneRoadBattle_Noon	EachRouterDeathCount	66	5
Sè chiÕn c«ng cÊp n ®¹t ®­îc trong HiÖp Lé T­¬ng Phïng buæi tr­a	720	OneRoadBattle_Noon	GetPersonalHonorCountByLevel	66	6
Sè chiÕn c«ng tËp thÓ phe X ®¹t ®­îc trong HiÖp Lé T­¬ng Phïng buæi tr­a	721	OneRoadBattle_Noon	GetTeamHonorCountByCamp	66	7
Sè Thïng DÇu ®­îc sö dông trong HiÖp Lé T­¬ng Phïng buæi tr­a	722	OneRoadBattle_Noon	UseOilBomb	66	8
Sè ng­êi b¸o danh bï trong HiÖp Lé T­¬ng Phïng buæi tr­a	723	OneRoadBattle_Noon	OldDriverWaitMe	66	9
Sè trËn HiÖp Lé T­¬ng Phïng më buæi tèi	724	OneRoadBattle_Night	BattleStart	67	1
Sè ng­êi tham gia HiÖp Lé T­¬ng Phïng buæi tèi	725	OneRoadBattle_Night	PlayerJoinCount	67	2
Sè l­u ph¸i tham gia HiÖp Lé T­¬ng Phïng buæi tèi	726	OneRoadBattle_Night	EachRouterJoinCount	67	3
Sè diÖt ®Þch cña c¸c l­u ph¸i trong HiÖp Lé T­¬ng Phïng buæi tèi	727	OneRoadBattle_Night	EachRouterKillCount	67	4
Sè lÇn träng th­¬ng cña c¸c l­u ph¸i trong HiÖp Lé T­¬ng Phïng buæi tèi	728	OneRoadBattle_Night	EachRouterDeathCount	67	5
Sè chiÕn c«ng cÊp n ®¹t ®­îc trong HiÖp Lé T­¬ng Phïng buæi tèi	729	OneRoadBattle_Night	GetPersonalHonorCountByLevel	67	6
Sè chiÕn c«ng tËp thÓ phe X ®¹t ®­îc trong HiÖp Lé T­¬ng Phïng buæi tèi	730	OneRoadBattle_Night	GetTeamHonorCountByCamp	67	7
Sè Thïng DÇu ®­îc sö dông trong HiÖp Lé T­¬ng Phïng buæi tèi	731	OneRoadBattle_Night	UseOilBomb	67	8
Sè ng­êi b¸o danh bï trong HiÖp Lé T­¬ng Phïng buæi tèi	732	OneRoadBattle_Night	OldDriverWaitMe	67	9
Sè ng­êi qua ¶i tÇng 10 Th¸i H­-Míi	733	NewTaixu	PlayerComplete10Level	68	1
Sè ng­êi qua ¶i tÇng 20 Th¸i H­-Míi	734	NewTaixu	PlayerComplete20Level	68	2
Sè ng­êi qua ¶i tÇng 30 Th¸i H­-Míi	735	NewTaixu	PlayerComplete30Level	68	3
Sè ®éi qua ¶i tÇng 10 Th¸i H­-Míi	736	NewTaixu	TeamComplete10Level	69	1
Sè ®éi qua ¶i tÇng 20 Th¸i H­-Míi	737	NewTaixu	TeamComplete20Level	69	2
Sè ®éi qua ¶i tÇng 30 Th¸i H­-Míi	738	NewTaixu	TeamComplete30Level	69	3
Sè ng­êi tham dù Th¸i H­-Míi	739	NewTaixu	JoinPlayer	70	1
Sè ng­êi dïng thuèc x2 trong Th¸i H­-Míi	740	NewTaixu	UseExpDrug	71	1
Truy S¸t LÖnh-KÝch ho¹t BOSS møc n	741	WantedBoss	CreateBoss	72	1
Truy S¸t LÖnh-DiÖt BOSS møc n	742	WantedBoss	KillBoss	72	2
Truy S¸t LÖnh-Sè ng­êi vµo PB BOSS c¸c ®é khã	743	WantedBoss	EnterMission	72	3
Tæng møc th­ëng h¶o h÷u chia sÎ nhËn mçi ngµy	744	WantedBoss	GetFriendBounty	72	4
Sè lÇn tèn phÝ t¨ng møc th­ëng mçi ngµy	745	WantedBoss	AddExBounty	72	5
Sè ng­êi nhËn th­ëng chia sÎ mçi ngµy	746	WantedBoss	GetBounty1	72	6
Sè ng­êi nhËn th­ëng chia sÎ mçi ngµy > 3000	747	WantedBoss	GetBounty3000	72	7
Sè ng­êi nhËn th­ëng chia sÎ mçi ngµy > 6000	748	WantedBoss	GetBounty6000	72	8
Sè ng­êi mua vËt phÈm møc 1	749	WantedBoss	BuyItemLevel1	72	9
Sè ng­êi mua vËt phÈm møc 2	750	WantedBoss	BuyItemLevel2	72	10
Sè ng­êi mua vËt phÈm møc 3	751	WantedBoss	BuyItemLevel3	72	11
Sè ng­êi mua vËt phÈm Truy S¸t LÖnh	752	WantedBoss	BuyItemLevel4	72	12
Sè ng­êi hoµn thµnh Qu¸n Trä Long M«n-NhiÖm Vô Ngµy	753	Longmen	Daily	73	1
Sè lÇn hoµn thµn Qu¸n Trä Long M«n-NhiÖm Vô Ngµy	754	Longmen	Daily	73	2
Sè ng­êi hoµn thµnh Qu¸n Trä Long M«n-NhiÖm Vô TuÇn	755	Longmen	Weekly	74	1
Sè lÇn hoµn thµn Qu¸n Trä Long M«n-NhiÖm Vô TuÇn	756	Longmen	Weekly	74	2
§æi T-LiÖt Nham-Lv8	757	LongmenEchange	Exchange1	75	1
§æi T-Ph¸ Kh«ng-Lv8	758	LongmenEchange	Exchange2	75	2
§æi T-Tóy KiÕm-Lv8	759	LongmenEchange	Exchange3	75	3
§æi T-TËt Phong-Lv8	760	LongmenEchange	Exchange4	75	4
§æi T-TÊn Vò-Lv8	761	LongmenEchange	Exchange5	75	5
§æi T-ThÇn Lùc-Lv8	762	LongmenEchange	Exchange6	75	6
§æi T-Ng­ng ThÇn-Lv8	763	LongmenEchange	Exchange7	75	7
§æi T-V« Gian-Lv8	764	LongmenEchange	Exchange8	75	8
§æi T-V« Cùc-Lv8	765	LongmenEchange	Exchange9	75	9
§æi T-Cuång NhÉn-Lv8	766	LongmenEchange	Exchange10	75	10
§æi T-L¨ng NhuÖ-Lv8	767	LongmenEchange	Exchange11	75	11
§æi T-Linh Viªn-Lv8	768	LongmenEchange	Exchange12	75	12
§æi T-H¶i VËn-Lv8	769	LongmenEchange	Exchange13	75	13
§æi T-H¶i T©m-Lv8	770	LongmenEchange	Exchange14	75	14
§æi T-V« L­îng-Lv8	771	LongmenEchange	Exchange15	75	15
§æi T-Môc Minh-Lv8	772	LongmenEchange	Exchange16	75	16
§æi C-LiÖt Nham-Lv8	773	LongmenEchange	Exchange17	75	17
§æi C-Ph¸ Kh«ng-Lv8	774	LongmenEchange	Exchange18	75	18
§æi C-Tóy KiÕm-Lv8	775	LongmenEchange	Exchange19	75	19
§æi C-TËt Phong-Lv8	776	LongmenEchange	Exchange20	75	20
§æi C-TÊn Vò-Lv8	777	LongmenEchange	Exchange21	75	21
§æi C-ThÇn Lùc-Lv8	778	LongmenEchange	Exchange22	75	22
§æi C-Ng­ng ThÇn-Lv8	779	LongmenEchange	Exchange23	75	23
§æi C-V« Gian-Lv8	780	LongmenEchange	Exchange24	75	24
§æi C-V« Cùc-Lv8	781	LongmenEchange	Exchange25	75	25
§æi C-Cuång NhÉn-Lv8	782	LongmenEchange	Exchange26	75	26
§æi C-L¨ng NhuÖ-Lv8	783	LongmenEchange	Exchange27	75	27
§æi C-Linh Viªn-Lv8	784	LongmenEchange	Exchange28	75	28
§æi C-H¶i VËn-Lv8	785	LongmenEchange	Exchange29	75	29
§æi C-H¶i T©m-Lv8	786	LongmenEchange	Exchange30	75	30
§æi C-Qu¸n Th¹ch-Lv8	787	LongmenEchange	Exchange31	75	31
§æi C-Né Ng©m-Lv8	788	LongmenEchange	Exchange32	75	32
§æi C-Xuyªn V©n-Lv8	789	LongmenEchange	Exchange33	75	33
§æi H-LiÖt Nham-Lv8	790	LongmenEchange	Exchange34	75	34
§æi H-Ph¸ Kh«ng-Lv8	791	LongmenEchange	Exchange35	75	35
§æi H-Tóy KiÕm-Lv8	792	LongmenEchange	Exchange36	75	36
§æi H-TËt Phong-Lv8	793	LongmenEchange	Exchange37	75	37
§æi H-TÊn Vò-Lv8	794	LongmenEchange	Exchange38	75	38
§æi H-ThÇn Lùc-Lv8	795	LongmenEchange	Exchange39	75	39
§æi H-Ng­ng ThÇn-Lv8	796	LongmenEchange	Exchange40	75	40
§æi H-V« Gian-Lv8	797	LongmenEchange	Exchange41	75	41
§æi H-V« Cùc-Lv8	798	LongmenEchange	Exchange42	75	42
§æi H-Cuång NhÉn-Lv8	799	LongmenEchange	Exchange43	75	43
§æi H-L¨ng NhuÖ-Lv8	800	LongmenEchange	Exchange44	75	44
§æi H-Linh Viªn-Lv8	801	LongmenEchange	Exchange45	75	45
§æi H-H¶i VËn-Lv8	802	LongmenEchange	Exchange46	75	46
§æi H-H¶i T©m-Lv8	803	LongmenEchange	Exchange47	75	47
§æi "Bå"	804	LongmenEchange	Exchange48	75	48
§æi "T¸t"	805	LongmenEchange	Exchange49	75	49
§æi "Man"	806	LongmenEchange	Exchange50	75	50
§æi Quµ Ng­ Gia Ng¹o	807	LongmenEchange	Exchange51	75	51
Ph¸o §µi ChiÕn Liªn Server-Sè ng­êi tham dù mçi ngµy	808	KfEmplacement	Join	76	1
Ph¸o §µi ChiÕn Liªn Server-ChiÕn th¾ng nhËn th­ëng th­êng	809	KfEmplacement	Award1	76	2
Ph¸o §µi ChiÕn Liªn Server-ChiÕn th¾ng dïng Qu©n C«ng Ch­¬ng nhËn th­ëng	810	KfEmplacement	Award2	76	3
Ph¸o §µi ChiÕn Liªn Server-ChiÕn th¾ng dïng §¹i C«ng Ch­¬ng nhËn th­ëng	811	KfEmplacement	Award3	76	4
Ph¸o §µi ChiÕn Liªn Server-ChiÕn th¾ng dïng Huy Hoµng Ch­¬ng nhËn th­ëng	812	KfEmplacement	Award4	76	5
Ph¸o §µi ChiÕn Liªn Server-ChiÕn th¾ng dïng Vinh Dù Ch­¬ng nhËn th­ëng	813	KfEmplacement	Award5	76	6
Ph¸o §µi ChiÕn Liªn Server-ChiÕn b¹i nhËn th­ëng th­êng	814	KfEmplacement	Award6	76	7
Ph¸o §µi ChiÕn Liªn Server-ChiÕn b¹i dïng Qu©n C«ng Ch­¬ng nhËn th­ëng	815	KfEmplacement	Award7	76	8
Ph¸o §µi ChiÕn Liªn Server-ChiÕn b¹i dïng §¹i C«ng Ch­¬ng nhËn th­ëng	816	KfEmplacement	Award8	76	9
Ph¸o §µi ChiÕn Liªn Server-ChiÕn b¹i dïng Huy Hoµng Ch­¬ng nhËn th­ëng	817	KfEmplacement	Award9	76	10
Ph¸o §µi ChiÕn Liªn Server-ChiÕn b¹i dïng Vinh Dù Ch­¬ng nhËn th­ëng	818	KfEmplacement	Award10	76	11
BOSS ThÕ Giíi Míi-Sè lÇn nhËn Tói NhËm Ng· Hµnh	819	NewWorldBoss	Award1	77	1
BOSS ThÕ Giíi Míi-Sè lÇn nhËn Tói Th­¬ng ThÇn Doanh Thiªn	820	NewWorldBoss	Award2	77	2
BOSS ThÕ Giíi Míi-Sè lÇn nhËn Tói L·nh H­¬ng L¨ng	821	NewWorldBoss	Award3	77	3
BOSS ThÕ Giíi Míi-Sè lÇn nhËn Tói B¾c Lôc L©m Minh Chñ	822	NewWorldBoss	Award4	77	4
BOSS ThÕ Giíi Míi-Sè Thiªn Cang LÖnh t¹o ra	823	NewWorldBoss	OutPutItem1	78	1
BOSS ThÕ Giíi Míi-Sè Thiªn M«n Kim LÖnh t¹o ra	824	NewWorldBoss	OutPutItem2	78	2
BOSS ThÕ Giíi Míi-Sè Manh Manh LÖnh (Kh«ng Khãa) t¹o ra	825	NewWorldBoss	OutPutItem3	78	3
BOSS ThÕ Giíi Míi-Sè Chiªu Yªu Kú t¹o ra	826	NewWorldBoss	OutPutItem4	78	4
Ch©n KhÝ Hé ThÓ Lv6 (L­ît dïng)	827	NewPetBook	Use1	79	1
?ch Thä Diªn D­¬ng Lv6 (L­ît dïng)	828	NewPetBook	Use2	79	2
C­êng Th©n B¸ ThÓ Lv6 (L­ît dïng)	829	NewPetBook	Use3	79	3
¢m Phong Thùc Cèt Lv6 (L­ît dïng)	830	NewPetBook	Use4	79	4
HuyÒn Vò V« Song Lv6 (L­ît dïng)	831	NewPetBook	Use5	79	5
Ngò Hµnh V« T­íng Lv6 (L­ît dïng)	832	NewPetBook	Use6	79	6
Kim Linh Phô ThÓ Lv6 (L­ît dïng)	833	NewPetBook	Use7	79	7
Méc Linh Phô ThÓ Lv6 (L­ît dïng)	834	NewPetBook	Use8	79	8
Thñy Linh Phô ThÓ Lv6 (L­ît dïng)	835	NewPetBook	Use9	79	9
