ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
272	1	VÞ ¦¬ng	0;108;1013	7	9999;19999;29999	10			200
272	2		0;108;1014	7	9999;19999;29999	10			200
272	3		0;108;1015	7	9999;19999;29999	10			200
272	4		0;108;1016	7	9999;19999;29999	10			200
273	1		0;109;1013	7	9999;19999;29999	10			200
273	2		0;109;1014	7	9999;19999;29999	10			200
273	3		0;109;1015	7	9999;19999;29999	10			200
273	4		0;109;1016	7	9999;19999;29999	10			200
274	1		0;110;1013	7	9999;19999;29999	10			200
274	2		0;110;1014	7	9999;19999;29999	10			200
274	3		0;110;1015	7	9999;19999;29999	10			200
274	4		0;110;1016	7	9999;19999;29999	10			200
275	1	Hßa Phong	0;108;1037	7	9999;19999;29999	10			200
275	2		0;108;1038	7	9999;19999;29999	10			200
275	3		0;108;1039	7	9999;19999;29999	10			200
275	4		0;108;1040	7	9999;19999;29999	10			200
276	1		0;109;1037	7	9999;19999;29999	10			200
276	2		0;109;1038	7	9999;19999;29999	10			200
276	3		0;109;1039	7	9999;19999;29999	10			200
276	4		0;109;1040	7	9999;19999;29999	10			200
277	1		0;110;1037	7	9999;19999;29999	10			200
277	2		0;110;1038	7	9999;19999;29999	10			200
277	3		0;110;1039	7	9999;19999;29999	10			200
277	4		0;110;1040	7	9999;19999;29999	10			200
278	1	Kh¸n Ch©u Thµnh BÝch	0;108;1001	7	9999;19999;29999	10			200
278	2		0;108;1002	7	9999;19999;29999	10			200
278	3		0;108;1003	7	9999;19999;29999	10			200
278	4		0;108;1004	7	9999;19999;29999	10			200
279	1		0;109;1001	7	9999;19999;29999	10			200
279	2		0;109;1002	7	9999;19999;29999	10			200
279	3		0;109;1003	7	9999;19999;29999	10			200
279	4		0;109;1004	7	9999;19999;29999	10			200
280	1		0;110;1001	7	9999;19999;29999	10			200
280	2		0;110;1002	7	9999;19999;29999	10			200
280	3		0;110;1003	7	9999;19999;29999	10			200
280	4		0;110;1004	7	9999;19999;29999	10			200
281	1	Ngäc Kim	0;108;1017	7	9999;19999;29999	10			200
281	2		0;108;1018	7	9999;19999;29999	10			200
281	3		0;108;1019	7	9999;19999;29999	10			200
281	4		0;108;1020	7	9999;19999;29999	10			200
282	1		0;109;1017	7	9999;19999;29999	10			200
282	2		0;109;1018	7	9999;19999;29999	10			200
282	3		0;109;1019	7	9999;19999;29999	10			200
282	4		0;109;1020	7	9999;19999;29999	10			200
283	1		0;110;1017	7	9999;19999;29999	10			200
283	2		0;110;1018	7	9999;19999;29999	10			200
283	3		0;110;1019	7	9999;19999;29999	10			200
283	4		0;110;1020	7	9999;19999;29999	10			200
284	1	Thu TÞch	0;108;1029	7	9999;19999;29999	10			200
284	2		0;108;1030	7	9999;19999;29999	10			200
284	3		0;108;1031	7	9999;19999;29999	10			200
284	4		0;108;1032	7	9999;19999;29999	10			200
285	1		0;109;1029	7	9999;19999;29999	10			200
285	2		0;109;1030	7	9999;19999;29999	10			200
285	3		0;109;1031	7	9999;19999;29999	10			200
285	4		0;109;1032	7	9999;19999;29999	10			200
286	1		0;110;1029	7	9999;19999;29999	10			200
286	2		0;110;1030	7	9999;19999;29999	10			200
286	3		0;110;1031	7	9999;19999;29999	10			200
286	4		0;110;1032	7	9999;19999;29999	10			200
287	1	Vò Ch©u	0;108;1033	7	9999;19999;29999	10			200
287	2		0;108;1034	7	9999;19999;29999	10			200
287	3		0;108;1035	7	9999;19999;29999	10			200
287	4		0;108;1036	7	9999;19999;29999	10			200
288	1		0;109;1033	7	9999;19999;29999	10			200
288	2		0;109;1034	7	9999;19999;29999	10			200
288	3		0;109;1035	7	9999;19999;29999	10			200
288	4		0;109;1036	7	9999;19999;29999	10			200
289	1		0;110;1033	7	9999;19999;29999	10			200
289	2		0;110;1034	7	9999;19999;29999	10			200
289	3		0;110;1035	7	9999;19999;29999	10			200
289	4		0;110;1036	7	9999;19999;29999	10			200
290	1	S­¬ng Khinh	0;108;1109	7	9999;19999;29999	10			200
290	2		0;108;1110	7	9999;19999;29999	10			200
290	3		0;108;1111	7	9999;19999;29999	10			200
290	4		0;108;1112	7	9999;19999;29999	10			200
291	1		0;109;1109	7	9999;19999;29999	10			200
291	2		0;109;1110	7	9999;19999;29999	10			200
291	3		0;109;1111	7	9999;19999;29999	10			200
291	4		0;109;1112	7	9999;19999;29999	10			200
292	1		0;110;1109	7	9999;19999;29999	10			200
292	2		0;110;1110	7	9999;19999;29999	10			200
292	3		0;110;1111	7	9999;19999;29999	10			200
292	4		0;110;1112	7	9999;19999;29999	10			200
293	1	Yªn Minh	0;108;1113	7	9999;19999;29999	10			200
293	2		0;108;1114	7	9999;19999;29999	10			200
293	3		0;108;1115	7	9999;19999;29999	10			200
293	4		0;108;1116	7	9999;19999;29999	10			200
294	1		0;109;1113	7	9999;19999;29999	10			200
294	2		0;109;1114	7	9999;19999;29999	10			200
294	3		0;109;1115	7	9999;19999;29999	10			200
294	4		0;109;1116	7	9999;19999;29999	10			200
295	1		0;110;1113	7	9999;19999;29999	10			200
295	2		0;110;1114	7	9999;19999;29999	10			200
295	3		0;110;1115	7	9999;19999;29999	10			200
295	4		0;110;1116	7	9999;19999;29999	10			200
296	1	S­¬ng Hoa	0;108;1117	7	9999;19999;29999	10			200
296	2		0;108;1118	7	9999;19999;29999	10			200
296	3		0;108;1119	7	9999;19999;29999	10			200
296	4		0;108;1120	7	9999;19999;29999	10			200
297	1		0;109;1117	7	9999;19999;29999	10			200
297	2		0;109;1118	7	9999;19999;29999	10			200
297	3		0;109;1119	7	9999;19999;29999	10			200
297	4		0;109;1120	7	9999;19999;29999	10			200
298	1		0;110;1117	7	9999;19999;29999	10			200
298	2		0;110;1118	7	9999;19999;29999	10			200
298	3		0;110;1119	7	9999;19999;29999	10			200
298	4		0;110;1120	7	9999;19999;29999	10			200
299	1	Quúnh QuÕ	0;108;1121	7	9999;19999;29999	10			200
299	2		0;108;1122	7	9999;19999;29999	10			200
299	3		0;108;1123	7	9999;19999;29999	10			200
299	4		0;108;1124	7	9999;19999;29999	10			200
300	1		0;109;1121	7	9999;19999;29999	10			200
300	2		0;109;1122	7	9999;19999;29999	10			200
300	3		0;109;1123	7	9999;19999;29999	10			200
300	4		0;109;1124	7	9999;19999;29999	10			200
301	1		0;110;1121	7	9999;19999;29999	10			200
301	2		0;110;1122	7	9999;19999;29999	10			200
301	3		0;110;1123	7	9999;19999;29999	10			200
301	4		0;110;1124	7	9999;19999;29999	10			200
302	1	Phong Tróc	0;108;1049	7	9999;19999;29999	10			200
302	2		0;108;1050	7	9999;19999;29999	10			200
302	3		0;108;1051	7	9999;19999;29999	10			200
302	4		0;108;1052	7	9999;19999;29999	10			200
303	1		0;109;1049	7	9999;19999;29999	10			200
303	2		0;109;1050	7	9999;19999;29999	10			200
303	3		0;109;1051	7	9999;19999;29999	10			200
303	4		0;109;1052	7	9999;19999;29999	10			200
304	1		0;110;1049	7	9999;19999;29999	10			200
304	2		0;110;1050	7	9999;19999;29999	10			200
304	3		0;110;1051	7	9999;19999;29999	10			200
304	4		0;110;1052	7	9999;19999;29999	10			200
305	1	§µn Hoa	0;108;1129	7	9999;19999;29999	10			200
305	2		0;108;1130	7	9999;19999;29999	10			200
305	3		0;108;1131	7	9999;19999;29999	10			200
305	4		0;108;1132	7	9999;19999;29999	10			200
306	1		0;109;1129	7	9999;19999;29999	10			200
306	2		0;109;1130	7	9999;19999;29999	10			200
306	3		0;109;1131	7	9999;19999;29999	10			200
306	4		0;109;1132	7	9999;19999;29999	10			200
307	1		0;110;1129	7	9999;19999;29999	10			200
307	2		0;110;1130	7	9999;19999;29999	10			200
307	3		0;110;1131	7	9999;19999;29999	10			200
307	4		0;110;1132	7	9999;19999;29999	10			200
308	1	ChiÕu Yªn	0;108;1057	7	9999;19999;29999	10			200
308	2		0;108;1058	7	9999;19999;29999	10			200
308	3		0;108;1059	7	9999;19999;29999	10			200
308	4		0;108;1060	7	9999;19999;29999	10			200
309	1		0;109;1057	7	9999;19999;29999	10			200
309	2		0;109;1058	7	9999;19999;29999	10			200
309	3		0;109;1059	7	9999;19999;29999	10			200
309	4		0;109;1060	7	9999;19999;29999	10			200
310	1		0;110;1057	7	9999;19999;29999	10			200
310	2		0;110;1058	7	9999;19999;29999	10			200
310	3		0;110;1059	7	9999;19999;29999	10			200
310	4		0;110;1060	7	9999;19999;29999	10			200
311	1	Mé Hµn	0;108;1069	7	9999;19999;29999	10			200
311	2		0;108;1070	7	9999;19999;29999	10			200
311	3		0;108;1071	7	9999;19999;29999	10			200
311	4		0;108;1072	7	9999;19999;29999	10			200
312	1		0;109;1069	7	9999;19999;29999	10			200
312	2		0;109;1070	7	9999;19999;29999	10			200
312	3		0;109;1071	7	9999;19999;29999	10			200
312	4		0;109;1072	7	9999;19999;29999	10			200
313	1		0;110;1069	7	9999;19999;29999	10			200
313	2		0;110;1070	7	9999;19999;29999	10			200
313	3		0;110;1071	7	9999;19999;29999	10			200
313	4		0;110;1072	7	9999;19999;29999	10			200
