ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
42620	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32250;1			21			42620		
42621	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32251;1			23			42621		
42622	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32252;1			25			42622		
42623	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32253;1			26			42623		
42624	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32254;1			27			42624		
42625	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32255;1			29			42625		
42626	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32256;1			30			42626		
42627	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32257;1			31			42627		
42628	Liªu-Uy Hæ Nguyªn So¸i Trang	0;101;32258;1			32			42628		
										
42629	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31762;1			2			42629		
42630	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31763;1			3			42630		
42631	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31764;1			4			42631		
42632	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31765;1			6			42632		
42633	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31766;1			8			42633		
42634	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31767;1			9			42634		
42635	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31768;1			11			42635		
42636	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31769;1			12			42636		
42637	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31770;1			14			42637		
42638	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31771;1			15			42638		
42639	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31772;1			17			42639		
42640	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31773;1			18			42640		
42641	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31774;1			20			42641		
42642	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31775;1			21			42642		
42643	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31776;1			23			42643		
42644	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31777;1			25			42644		
42645	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31778;1			26			42645		
42646	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31779;1			27			42646		
42647	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31780;1			29			42647		
42648	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31781;1			30			42648		
42649	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31782;1			31			42649		
42650	Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0;102;31783;1			32			42650		
42651	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31784;1			2			42651		
42652	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31785;1			3			42652		
42653	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31786;1			4			42653		
42654	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31787;1			6			42654		
42655	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31788;1			8			42655		
42656	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31789;1			9			42656		
42657	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31790;1			11			42657		
42658	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31791;1			12			42658		
42659	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31792;1			14			42659		
42660	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31793;1			15			42660		
42661	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31794;1			17			42661		
42662	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31795;1			18			42662		
42663	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31796;1			20			42663		
42664	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31797;1			21			42664		
42665	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31798;1			23			42665		
42666	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31799;1			25			42666		
42667	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31800;1			26			42667		
42668	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31801;1			27			42668		
42669	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31802;1			29			42669		
42670	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31803;1			30			42670		
42671	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31804;1			31			42671		
42672	Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0;102;31805;1			32			42672		
42673	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31806;1			2			42673		
42674	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31807;1			3			42674		
42675	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31808;1			4			42675		
42676	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31809;1			6			42676		
42677	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31810;1			8			42677		
42678	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31811;1			9			42678		
42679	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31812;1			11			42679		
42680	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31813;1			12			42680		
42681	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31814;1			14			42681		
42682	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31815;1			15			42682		
42683	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31816;1			17			42683		
42684	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31817;1			18			42684		
42685	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31818;1			20			42685		
42686	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31819;1			21			42686		
42687	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31820;1			23			42687		
42688	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31821;1			25			42688		
42689	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31822;1			26			42689		
42690	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31823;1			27			42690		
42691	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31824;1			29			42691		
42692	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31825;1			30			42692		
42693	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31826;1			31			42693		
42694	Liªu-Uy Hæ Nguyªn So¸i LÖnh Kú	0;102;31827;1			32			42694		
42695	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31828;1			2			42695		
42696	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31829;1			3			42696		
42697	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31830;1			4			42697		
42698	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31831;1			6			42698		
42699	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31832;1			8			42699		
42700	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31833;1			9			42700		
42701	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31834;1			11			42701		
42702	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31835;1			12			42702		
42703	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31836;1			14			42703		
42704	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31837;1			15			42704		
42705	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31838;1			17			42705		
42706	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31839;1			18			42706		
42707	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31840;1			20			42707		
42708	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31841;1			21			42708		
42709	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31842;1			23			42709		
42710	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31843;1			25			42710		
42711	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31844;1			26			42711		
42712	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31845;1			27			42712		
42713	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31846;1			29			42713		
42714	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31847;1			30			42714		
42715	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31848;1			31			42715		
42716	Liªu-Uy Hæ Nguyªn So¸i LÖnh Bµi	0;102;31849;1			32			42716		
										
42717	Liªu-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;32461;1			2			42717		
42718	Liªu-Uy Hæ Nguyªn So¸i Tr­îng (Cao)	0;8;32462;1			3			42718		
42719	Liªu-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;32463;1			4			42719		
42720	Liªu-Uy Hæ Nguyªn So¸i Ch©m (Cao)	0;1;32464;1			6			42720		
42721	Liªu-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;32465;1			8			42721		
42722	Liªu-Uy Hæ Nguyªn So¸i CÇm (Cao)	0;10;32466;1			9			42722		
42723	Liªu-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;32467;1			11			42723		
42724	Liªu-Uy Hæ Nguyªn So¸i C«n (Cao)	0;5;32468;1			12			42724		
42725	Liªu-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;32469;1			14			42725		
42726	Liªu-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;32470;1			15			42726		
42727	Liªu-Uy Hæ Nguyªn So¸i Th­¬ng (Cao)	0;6;32471;1			17			42727		
42728	Liªu-Uy Hæ Nguyªn So¸i Cung (Cao)	0;4;32472;1			18			42728		
42729	Liªu-Uy Hæ Nguyªn So¸i Song §ao (Cao)	0;7;32473;1			20			42729		
42730	Liªu-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;32474;1			21			42730		
42731	Liªu-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;32475;1			23			42731		
42732	Liªu-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;32476;1			25			42732		
42733	Liªu-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;32477;1			26			42733		
42734	Liªu-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;32478;1			27			42734		
42735	Liªu-Uy Hæ Nguyªn So¸i PhiÕn (Cao)	0;13;32479;1			29			42735		
42736	Liªu-Uy Hæ Nguyªn So¸i §Þch (Cao)	0;12;32480;1			30			42736		
42737	Liªu-Uy Hæ Nguyªn So¸i Chñy (Cao)	0;14;32481;1			31			42737		
42738	Liªu-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;32482;1			32			42738		
										
42739	H-LiÖt Nham-Lv8	0;148;141;1						42739		
42740	H-Ph¸ Kh«ng-Lv8	0;148;142;1						42740		
42741	H-Tóy KiÕm-Lv8	0;148;143;1						42741		
42742	H-TËt Phong-Lv8	0;148;144;1						42742		
42743	H-TÊn Vò-Lv8	0;148;145;1						42743		
42744	H-ThÇn Lùc-Lv8	0;148;146;1						42744		
42745	H-Ng­ng ThÇn-Lv8	0;148;147;1						42745		
42746	H-V« Gian-Lv8	0;148;148;1						42746		
42747	H-V« Cùc-Lv8	0;148;149;1						42747		
42748	H-Cuång NhÉn-Lv8	0;148;150;1						42748		
42749	H-L¨ng NhuÖ-Lv8	0;148;151;1						42749		
42750	H-Linh Viªn-Lv8	0;148;152;1						42750		
42751	H-H¶i VËn-Lv8	0;148;153;1						42751		
42752	H-H¶i T©m-Lv8	0;148;154;1						42752		
42753	C-LiÖt Nham-Lv8	0;149;145;1						42753		
42754	C-Ph¸ Kh«ng-Lv8	0;149;146;1						42754		
42755	C-Tóy KiÕm-Lv8	0;149;147;1						42755		
42756	C-TËt Phong-Lv8	0;149;148;1						42756		
42757	C-TÊn Vò-Lv8	0;149;149;1						42757		
42758	C-ThÇn Lùc-Lv8	0;149;150;1						42758		
42759	C-Ng­ng ThÇn-Lv8	0;149;151;1						42759		
42760	C-V« Gian-Lv8	0;149;152;1						42760		
42761	C-V« Cùc-Lv8	0;149;153;1						42761		
42762	C-Cuång NhÉn-Lv8	0;149;154;1						42762		
42763	C-L¨ng NhuÖ-Lv8	0;149;155;1						42763		
42764	C-Linh Viªn-Lv8	0;149;156;1						42764		
42765	C-H¶i VËn-Lv8	0;149;157;1						42765		
42766	C-H¶i T©m-Lv8	0;149;158;1						42766		
42767	C-Qu¸n Th¹ch-Lv8	0;149;159;1						42767		
42768	C-Né Ng©m-Lv8	0;149;160;1						42768		
42769	C-Xuyªn V©n-Lv8	0;149;161;1						42769		
42770	T-LiÖt Nham-Lv8	0;150;141;1						42770		
42771	T-Ph¸ Kh«ng-Lv8	0;150;142;1						42771		
42772	T-Tóy KiÕm-Lv8	0;150;143;1						42772		
42773	T-TËt Phong-Lv8	0;150;144;1						42773		
42774	T-TÊn Vò-Lv8	0;150;145;1						42774		
42775	T-ThÇn Lùc-Lv8	0;150;146;1						42775		
42776	T-Ng­ng ThÇn-Lv8	0;150;147;1						42776		
42777	T-V« Gian-Lv8	0;150;148;1						42777		
42778	T-V« Cùc-Lv8	0;150;149;1						42778		
42779	T-Cuång NhÉn-Lv8	0;150;150;1						42779		
42780	T-L¨ng NhuÖ-Lv8	0;150;151;1						42780		
42781	T-Linh Viªn-Lv8	0;150;152;1						42781		
42782	T-H¶i VËn-Lv8	0;150;153;1						42782		
42783	T-H¶i T©m-Lv8	0;150;154;1						42783		
42784	T-V« L­îng-Lv8	0;150;155;1						42784		
42785	T-Môc Minh-Lv8	0;150;156;1						42785		
										
42786	V« Song ChiÕn ThÇn Kh«i	0;103;30651;1	1	1				42786		
42787	V« Song ChiÕn ThÇn Kh«i	0;103;30652;1	1	2				42787		
42788	V« Song ChiÕn ThÇn Kh«i	0;103;30653;1	2	3				42788		
42789	V« Song ChiÕn ThÇn Kh«i	0;103;30654;1	2	4				42789		
42790	V« Song ChiÕn ThÇn Gi¸p	0;100;30651;1	1	1				42790		
42791	V« Song ChiÕn ThÇn Gi¸p	0;100;30652;1	1	2				42791		
42792	V« Song ChiÕn ThÇn Gi¸p	0;100;30653;1	2	3				42792		
42793	V« Song ChiÕn ThÇn Gi¸p	0;100;30654;1	2	4				42793		
42794	V« Song ChiÕn ThÇn Trang	0;101;30651;1	1	1				42794		
42795	V« Song ChiÕn ThÇn Trang	0;101;30652;1	1	2				42795		
42796	V« Song ChiÕn ThÇn Trang	0;101;30653;1	2	3				42796		
42797	V« Song ChiÕn ThÇn Trang	0;101;30654;1	2	4				42797

53545	ChiÕn khÝ s¸t thÇn Kh«i	0;103;32372;1	1	1				53545
53546	ChiÕn khÝ s¸t thÇn Kh«i	0;103;32373;1	1	2				53546
53547	ChiÕn khÝ s¸t thÇn Kh«i	0;103;32374;1	2	3				53547
53548	ChiÕn khÝ s¸t thÇn Kh«i	0;103;32375;1	2	4				53548
53549	ChiÕn khÝ s¸t thÇn Gi¸p	0;100;32372;1	1	1				53549
53550	ChiÕn khÝ s¸t thÇn Gi¸p	0;100;32373;1	1	2				53550
53551	ChiÕn khÝ s¸t thÇn Gi¸p	0;100;32374;1	2	3				53551
53552	ChiÕn khÝ s¸t thÇn Gi¸p	0;100;32375;1	2	4				53552
53553	ChiÕn khÝ s¸t thÇn Trang	0;101;32372;1	1	1				53553
53554	ChiÕn khÝ s¸t thÇn Trang	0;101;32373;1	1	2				53554
53555	ChiÕn khÝ s¸t thÇn Trang	0;101;32374;1	2	3				53555
53556	ChiÕn khÝ s¸t thÇn Trang	0;101;32375;1	2	4				53556

53557	Tèng-Chu T­íc So¸i Kh«i	0;103;32281;1			2			53557
53558	Tèng-Chu T­íc So¸i Kh«i	0;103;32282;1			3			53558
53559	Tèng-Chu T­íc So¸i Kh«i	0;103;32283;1			4			53559
53560	Tèng-Chu T­íc So¸i Kh«i	0;103;32284;1			6			53560
53561	Tèng-Chu T­íc So¸i Kh«i	0;103;32285;1			8			53561
53562	Tèng-Chu T­íc So¸i Kh«i	0;103;32286;1			9			53562
53563	Tèng-Chu T­íc So¸i Kh«i	0;103;32287;1			11			53563
53564	Tèng-Chu T­íc So¸i Kh«i	0;103;32288;1			12			53564
53565	Tèng-Chu T­íc So¸i Kh«i	0;103;32289;1			14			53565
53566	Tèng-Chu T­íc So¸i Kh«i	0;103;32290;1			15			53566
53567	Tèng-Chu T­íc So¸i Kh«i	0;103;32291;1			17			53567
53568	Tèng-Chu T­íc So¸i Kh«i	0;103;32292;1			18			53568
53569	Tèng-Chu T­íc So¸i Kh«i	0;103;32293;1			20			53569
53570	Tèng-Chu T­íc So¸i Kh«i	0;103;32294;1			21			53570
53571	Tèng-Chu T­íc So¸i Kh«i	0;103;32295;1			23			53571
53572	Tèng-Chu T­íc So¸i Kh«i	0;103;32296;1			25			53572
53573	Tèng-Chu T­íc So¸i Kh«i	0;103;32297;1			26			53573
53574	Tèng-Chu T­íc So¸i Kh«i	0;103;32298;1			27			53574
53575	Tèng-Chu T­íc So¸i Kh«i	0;103;32299;1			29			53575
53576	Tèng-Chu T­íc So¸i Kh«i	0;103;32300;1			30			53576
53577	Tèng-Chu T­íc So¸i Kh«i	0;103;32301;1			31			53577
53578	Tèng-Chu T­íc So¸i Kh«i	0;103;32302;1			32			53578

53579	Tèng-Chu T­íc So¸i Y	0;100;32281;1			2			53579
53580	Tèng-Chu T­íc So¸i Y	0;100;32282;1			3			53580
53581	Tèng-Chu T­íc So¸i Y	0;100;32283;1			4			53581
53582	Tèng-Chu T­íc So¸i Y	0;100;32284;1			6			53582
53583	Tèng-Chu T­íc So¸i Y	0;100;32285;1			8			53583
53584	Tèng-Chu T­íc So¸i Y	0;100;32286;1			9			53584
53585	Tèng-Chu T­íc So¸i Y	0;100;32287;1			11			53585
53586	Tèng-Chu T­íc So¸i Y	0;100;32288;1			12			53586
53587	Tèng-Chu T­íc So¸i Y	0;100;32289;1			14			53587
53588	Tèng-Chu T­íc So¸i Y	0;100;32290;1			15			53588
53589	Tèng-Chu T­íc So¸i Y	0;100;32291;1			17			53589
53590	Tèng-Chu T­íc So¸i Y	0;100;32292;1			18			53590
53591	Tèng-Chu T­íc So¸i Y	0;100;32293;1			20			53591
53592	Tèng-Chu T­íc So¸i Y	0;100;32294;1			21			53592
53593	Tèng-Chu T­íc So¸i Y	0;100;32295;1			23			53593
53594	Tèng-Chu T­íc So¸i Y	0;100;32296;1			25			53594
53595	Tèng-Chu T­íc So¸i Y	0;100;32297;1			26			53595
53596	Tèng-Chu T­íc So¸i Y	0;100;32298;1			27			53596
53597	Tèng-Chu T­íc So¸i Y	0;100;32299;1			29			53597
53598	Tèng-Chu T­íc So¸i Y	0;100;32300;1			30			53598
53599	Tèng-Chu T­íc So¸i Y	0;100;32301;1			31			53599
53600	Tèng-Chu T­íc So¸i Y	0;100;32302;1			32			53600

53601	Tèng-Chu T­íc So¸i Trang	0;101;32281;1			2			53601
53602	Tèng-Chu T­íc So¸i Trang	0;101;32282;1			3			53602
53603	Tèng-Chu T­íc So¸i Trang	0;101;32283;1			4			53603
53604	Tèng-Chu T­íc So¸i Trang	0;101;32284;1			6			53604
53605	Tèng-Chu T­íc So¸i Trang	0;101;32285;1			8			53605
53606	Tèng-Chu T­íc So¸i Trang	0;101;32286;1			9			53606
53607	Tèng-Chu T­íc So¸i Trang	0;101;32287;1			11			53607
53608	Tèng-Chu T­íc So¸i Trang	0;101;32288;1			12			53608
53609	Tèng-Chu T­íc So¸i Trang	0;101;32289;1			14			53609
53610	Tèng-Chu T­íc So¸i Trang	0;101;32290;1			15			53610
53611	Tèng-Chu T­íc So¸i Trang	0;101;32291;1			17			53611
53612	Tèng-Chu T­íc So¸i Trang	0;101;32292;1			18			53612
53613	Tèng-Chu T­íc So¸i Trang	0;101;32293;1			20			53613
53614	Tèng-Chu T­íc So¸i Trang	0;101;32294;1			21			53614
53615	Tèng-Chu T­íc So¸i Trang	0;101;32295;1			23			53615
53616	Tèng-Chu T­íc So¸i Trang	0;101;32296;1			25			53616
53617	Tèng-Chu T­íc So¸i Trang	0;101;32297;1			26			53617
53618	Tèng-Chu T­íc So¸i Trang	0;101;32298;1			27			53618
53619	Tèng-Chu T­íc So¸i Trang	0;101;32299;1			29			53619
53620	Tèng-Chu T­íc So¸i Trang	0;101;32300;1			30			53620
53621	Tèng-Chu T­íc So¸i Trang	0;101;32301;1			31			53621
53622	Tèng-Chu T­íc So¸i Trang	0;101;32302;1			32			53622

53623	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31918;1			2			53623
53624	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31919;1			3			53624
53625	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31920;1			4			53625
53626	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31921;1			6			53626
53627	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31922;1			8			53627
53628	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31923;1			9			53628
53629	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31924;1			11			53629
53630	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31925;1			12			53630
53631	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31926;1			14			53631
53632	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31927;1			15			53632
53633	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31928;1			17			53633
53634	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31929;1			18			53634
53635	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31930;1			20			53635
53636	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31931;1			21			53636
53637	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31932;1			23			53637
53638	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31933;1			25			53638
53639	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31934;1			26			53639
53640	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31935;1			27			53640
53641	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31936;1			29			53641
53642	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31937;1			30			53642
53643	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31938;1			31			53643
53644	Tèng-Chu T­íc So¸i HiÖu Phï	0;102;31939;1			32			53644
53645	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31940;1			2			53645
53646	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31941;1			3			53646
53647	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31942;1			4			53647
53648	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31943;1			6			53648
53649	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31944;1			8			53649
53650	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31945;1			9			53650
53651	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31946;1			11			53651
53652	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31947;1			12			53652
53653	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31948;1			14			53653
53654	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31949;1			15			53654
53655	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31950;1			17			53655
53656	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31951;1			18			53656
53657	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31952;1			20			53657
53658	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31953;1			21			53658
53659	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31954;1			23			53659
53660	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31955;1			25			53660
53661	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31956;1			26			53661
53662	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31957;1			27			53662
53663	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31958;1			29			53663
53664	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31959;1			30			53664
53665	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31960;1			31			53665
53666	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31961;1			32			53666
53667	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31962;1			2			53667
53668	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31963;1			3			53668
53669	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31964;1			4			53669
53670	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31965;1			6			53670
53671	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31966;1			8			53671
53672	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31967;1			9			53672
53673	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31968;1			11			53673
53674	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31969;1			12			53674
53675	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31970;1			14			53675
53676	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31971;1			15			53676
53677	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31972;1			17			53677
53678	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31973;1			18			53678
53679	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31974;1			20			53679
53680	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31975;1			21			53680
53681	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31976;1			23			53681
53682	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31977;1			25			53682
53683	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31978;1			26			53683
53684	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31979;1			27			53684
53685	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31980;1			29			53685
53686	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31981;1			30			53686
53687	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31982;1			31			53687
53688	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31983;1			32			53688
53689	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31984;1			2			53689
53690	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31985;1			3			53690
53691	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31986;1			4			53691
53692	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31987;1			6			53692
53693	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31988;1			8			53693
53694	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31989;1			9			53694
53695	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31990;1			11			53695
53696	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31991;1			12			53696
53697	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31992;1			14			53697
