line_id	group_id	desc_cn	item_G	item_D	item_P	weight	desc_vn
1654	10426	кн╩П╥О╫╚╬Эжп╪╤их	0	13	30326	1	
1655	10426	кн╩П╥О╫╚╬Эжп╪╤╣я	0	12	30327	1	
1656	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30328	1	
1657	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30329	1	
1658	10427	кн╩П╥О╫╚╬Э╦ъ╪╤ух	0	8	30330	1	
1659	10427	кн╩П╥О╫╚╬Э╦ъ╪╤ух	0	8	30331	1	
1660	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30332	1	
1661	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30333	1	
1662	10427	кн╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30334	1	
1663	10427	кн╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30335	1	
1664	10427	кн╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30336	1	
1665	10427	кн╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30337	1	
1666	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30338	1	
1667	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30339	1	
1668	10427	кн╩П╥О╫╚╬Э╦ъ╪╤гы	0	10	30340	1	
1669	10427	кн╩П╥О╫╚╬Э╦ъ╪╤гы	0	10	30341	1	
1670	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30342	1	
1671	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30343	1	
1672	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30344	1	
1673	10427	кн╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30345	1	
1674	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30346	1	
1675	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30347	1	
1676	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30348	1	
1677	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30349	1	
1678	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30350	1	
1679	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30351	1	
1680	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30352	1	
1681	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30353	1	
1682	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30354	1	
1683	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30355	1	
1684	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30356	1	
1685	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30357	1	
1686	10427	кн╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30358	1	
1687	10427	кн╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30359	1	
1688	10427	кн╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30360	1	
1689	10427	кн╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30361	1	
1690	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30362	1	
1691	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30363	1	
1692	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30364	1	
1693	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30365	1	
1694	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30366	1	
1695	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30367	1	
1696	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30368	1	
1697	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30369	1	
1698	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30370	1	
1699	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30371	1	
1700	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30372	1	
1701	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30373	1	
1702	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30374	1	
1703	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30375	1	
1704	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30376	1	
1705	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30377	1	
1706	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30378	1	
1707	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30379	1	
1708	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30380	1	
1709	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30381	1	
1710	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30382	1	
1711	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30383	1	
1712	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30384	1	
1713	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30385	1	
1714	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30386	1	
1715	10427	кн╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30387	1	
1716	10427	кн╩П╥О╫╚╬Э╦ъ╪╤их	0	13	30388	1	
1717	10427	кн╩П╥О╫╚╬Э╦ъ╪╤их	0	13	30389	1	
1718	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣я	0	12	30390	1	
1719	10427	кн╩П╥О╫╚╬Э╦ъ╪╤╣я	0	12	30391	1	
1720	10428	кн╩П╥От╙к╖ЁУ╪╤╣╤	0	3	30392	1	
1721	10428	кн╩П╥От╙к╖ЁУ╪╤ух	0	8	30393	1	
1722	10428	кн╩П╥От╙к╖ЁУ╪╤йж	0	0	30394	1	
1723	10428	кн╩П╥От╙к╖ЁУ╪╤уК	0	1	30395	1	
1724	10428	кн╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30396	1	
1725	10428	кн╩П╥От╙к╖ЁУ╪╤гы	0	10	30397	1	
1726	10428	кн╩П╥От╙к╖ЁУ╪╤йж	0	0	30398	1	
1727	10428	кн╩П╥От╙к╖ЁУ╪╤╧В	0	5	30399	1	
1728	10428	кн╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30400	1	
1729	10428	кн╩П╥От╙к╖ЁУ╪╤╠й	0	9	30401	1	
1730	10428	кн╩П╥От╙к╖ЁУ╪╤г╧	0	6	30402	1	
1731	10428	кн╩П╥От╙к╖ЁУ╪╤╧╜	0	4	30403	1	
1732	10428	кн╩П╥От╙к╖ЁУ╪╤╣╤	0	7	30404	1	
1733	10428	кн╩П╥От╙к╖ЁУ╪╤в╕	0	11	30405	1	
1734	10428	кн╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30406	1	
1735	10428	кн╩П╥От╙к╖ЁУ╪╤╣╤	0	3	30407	1	
1736	10428	кн╩П╥От╙к╖ЁУ╪╤╠й	0	9	30408	1	
1737	10428	кн╩П╥От╙к╖ЁУ╪╤в╕	0	11	30409	1	
1738	10428	кн╩П╥От╙к╖ЁУ╪╤их	0	13	30410	1	
1739	10428	кн╩П╥От╙к╖ЁУ╪╤╣я	0	12	30411	1	
1740	10429	кн╩П╥От╙к╖жп╪╤╣╤	0	3	30412	1	
1741	10429	кн╩П╥От╙к╖жп╪╤ух	0	8	30413	1	
1742	10429	кн╩П╥От╙к╖жп╪╤йж	0	0	30414	1	
1743	10429	кн╩П╥От╙к╖жп╪╤уК	0	1	30415	1	
1744	10429	кн╩П╥От╙к╖жп╪╤╫ё	0	2	30416	1	
1745	10429	кн╩П╥От╙к╖жп╪╤гы	0	10	30417	1	
1746	10429	кн╩П╥От╙к╖жп╪╤йж	0	0	30418	1	
1747	10429	кн╩П╥От╙к╖жп╪╤╧В	0	5	30419	1	
1748	10429	кн╩П╥От╙к╖жп╪╤╫ё	0	2	30420	1	
1749	10429	кн╩П╥От╙к╖жп╪╤╠й	0	9	30421	1	
1750	10429	кн╩П╥От╙к╖жп╪╤г╧	0	6	30422	1	
1751	10429	кн╩П╥От╙к╖жп╪╤╧╜	0	4	30423	1	
1752	10429	кн╩П╥От╙к╖жп╪╤╣╤	0	7	30424	1	
1753	10429	кн╩П╥От╙к╖жп╪╤в╕	0	11	30425	1	
1754	10429	кн╩П╥От╙к╖жп╪╤╫ё	0	2	30426	1	
1755	10429	кн╩П╥От╙к╖жп╪╤╣╤	0	3	30427	1	
1756	10429	кн╩П╥От╙к╖жп╪╤╠й	0	9	30428	1	
1757	10429	кн╩П╥От╙к╖жп╪╤в╕	0	11	30429	1	
1758	10429	кн╩П╥От╙к╖жп╪╤их	0	13	30430	1	
1759	10429	кн╩П╥От╙к╖жп╪╤╣я	0	12	30431	1	
1760	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30432	1	
1761	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30433	1	
1762	10430	кн╩П╥От╙к╖╦ъ╪╤ух	0	8	30434	1	
1763	10430	кн╩П╥От╙к╖╦ъ╪╤ух	0	8	30435	1	
1764	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30436	1	
1765	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30437	1	
1766	10430	кн╩П╥От╙к╖╦ъ╪╤уК	0	1	30438	1	
1767	10430	кн╩П╥От╙к╖╦ъ╪╤уК	0	1	30439	1	
1768	10430	кн╩П╥От╙к╖╦ъ╪╤уК	0	1	30440	1	
1769	10430	кн╩П╥От╙к╖╦ъ╪╤уК	0	1	30441	1	
1770	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30442	1	
1771	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30443	1	
1772	10430	кн╩П╥От╙к╖╦ъ╪╤гы	0	10	30444	1	
1773	10430	кн╩П╥От╙к╖╦ъ╪╤гы	0	10	30445	1	
1774	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30446	1	
1775	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30447	1	
1776	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30448	1	
1777	10430	кн╩П╥От╙к╖╦ъ╪╤йж	0	0	30449	1	
1778	10430	кн╩П╥От╙к╖╦ъ╪╤╧В	0	5	30450	1	
1779	10430	кн╩П╥От╙к╖╦ъ╪╤╧В	0	5	30451	1	
1780	10430	кн╩П╥От╙к╖╦ъ╪╤╧В	0	5	30452	1	
1781	10430	кн╩П╥От╙к╖╦ъ╪╤╧В	0	5	30453	1	
1782	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30454	1	
1783	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30455	1	
1784	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30456	1	
1785	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30457	1	
1786	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30458	1	
1787	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30459	1	
1788	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30460	1	
1789	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30461	1	
1790	10430	кн╩П╥От╙к╖╦ъ╪╤г╧	0	6	30462	1	
1791	10430	кн╩П╥От╙к╖╦ъ╪╤г╧	0	6	30463	1	
1792	10430	кн╩П╥От╙к╖╦ъ╪╤г╧	0	6	30464	1	
1793	10430	кн╩П╥От╙к╖╦ъ╪╤г╧	0	6	30465	1	
1794	10430	кн╩П╥От╙к╖╦ъ╪╤╧╜	0	4	30466	1	
1795	10430	кн╩П╥От╙к╖╦ъ╪╤╧╜	0	4	30467	1	
1796	10430	кн╩П╥От╙к╖╦ъ╪╤╧╜	0	4	30468	1	
1797	10430	кн╩П╥От╙к╖╦ъ╪╤╧╜	0	4	30469	1	
1798	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	7	30470	1	
1799	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	7	30471	1	
1800	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	7	30472	1	
1801	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	7	30473	1	
1802	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30474	1	
1803	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30475	1	
1804	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30476	1	
1805	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30477	1	
1806	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30478	1	
1807	10430	кн╩П╥От╙к╖╦ъ╪╤╫ё	0	2	30479	1	
1808	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30480	1	
1809	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30481	1	
1810	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30482	1	
1811	10430	кн╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30483	1	
1812	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30484	1	
1813	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30485	1	
1814	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30486	1	
1815	10430	кн╩П╥От╙к╖╦ъ╪╤╠й	0	9	30487	1	
1816	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30488	1	
1817	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30489	1	
1818	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30490	1	
1819	10430	кн╩П╥От╙к╖╦ъ╪╤в╕	0	11	30491	1	
1820	10430	кн╩П╥От╙к╖╦ъ╪╤их	0	13	30492	1	
1821	10430	кн╩П╥От╙к╖╦ъ╪╤их	0	13	30493	1	
1822	10430	кн╩П╥От╙к╖╦ъ╪╤╣я	0	12	30494	1	
1823	10430	кн╩П╥От╙к╖╦ъ╪╤╣я	0	12	30495	1	
1824	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╣╤	0	3	30496	1	
1825	10425	аи╩П╥О╫╚╬ЭЁУ╪╤ух	0	8	30497	1	
1826	10425	аи╩П╥О╫╚╬ЭЁУ╪╤йж	0	0	30498	1	
1827	10425	аи╩П╥О╫╚╬ЭЁУ╪╤уК	0	1	30499	1	
1828	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╫ё	0	2	30500	1	
1829	10425	аи╩П╥О╫╚╬ЭЁУ╪╤гы	0	10	30501	1	
1830	10425	аи╩П╥О╫╚╬ЭЁУ╪╤йж	0	0	30502	1	
1831	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╧В	0	5	30503	1	
1832	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╫ё	0	2	30504	1	
1833	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╠й	0	9	30505	1	
1834	10425	аи╩П╥О╫╚╬ЭЁУ╪╤г╧	0	6	30506	1	
1835	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╧╜	0	4	30507	1	
1836	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╣╤	0	7	30508	1	
1837	10425	аи╩П╥О╫╚╬ЭЁУ╪╤в╕	0	11	30509	1	
1838	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╫ё	0	2	30510	1	
1839	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╣╤	0	3	30511	1	
1840	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╠й	0	9	30512	1	
1841	10425	аи╩П╥О╫╚╬ЭЁУ╪╤в╕	0	11	30513	1	
1842	10425	аи╩П╥О╫╚╬ЭЁУ╪╤их	0	13	30514	1	
1843	10425	аи╩П╥О╫╚╬ЭЁУ╪╤╣я	0	12	30515	1	
1844	10426	аи╩П╥О╫╚╬Эжп╪╤╣╤	0	3	30516	1	
1845	10426	аи╩П╥О╫╚╬Эжп╪╤ух	0	8	30517	1	
1846	10426	аи╩П╥О╫╚╬Эжп╪╤йж	0	0	30518	1	
1847	10426	аи╩П╥О╫╚╬Эжп╪╤уК	0	1	30519	1	
1848	10426	аи╩П╥О╫╚╬Эжп╪╤╫ё	0	2	30520	1	
1849	10426	аи╩П╥О╫╚╬Эжп╪╤гы	0	10	30521	1	
1850	10426	аи╩П╥О╫╚╬Эжп╪╤йж	0	0	30522	1	
1851	10426	аи╩П╥О╫╚╬Эжп╪╤╧В	0	5	30523	1	
1852	10426	аи╩П╥О╫╚╬Эжп╪╤╫ё	0	2	30524	1	
1853	10426	аи╩П╥О╫╚╬Эжп╪╤╠й	0	9	30525	1	
1854	10426	аи╩П╥О╫╚╬Эжп╪╤г╧	0	6	30526	1	
1855	10426	аи╩П╥О╫╚╬Эжп╪╤╧╜	0	4	30527	1	
1856	10426	аи╩П╥О╫╚╬Эжп╪╤╣╤	0	7	30528	1	
1857	10426	аи╩П╥О╫╚╬Эжп╪╤в╕	0	11	30529	1	
1858	10426	аи╩П╥О╫╚╬Эжп╪╤╫ё	0	2	30530	1	
1859	10426	аи╩П╥О╫╚╬Эжп╪╤╣╤	0	3	30531	1	
1860	10426	аи╩П╥О╫╚╬Эжп╪╤╠й	0	9	30532	1	
1861	10426	аи╩П╥О╫╚╬Эжп╪╤в╕	0	11	30533	1	
1862	10426	аи╩П╥О╫╚╬Эжп╪╤их	0	13	30534	1	
1863	10426	аи╩П╥О╫╚╬Эжп╪╤╣я	0	12	30535	1	
1864	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30536	1	
1865	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30537	1	
1866	10427	аи╩П╥О╫╚╬Э╦ъ╪╤ух	0	8	30538	1	
1867	10427	аи╩П╥О╫╚╬Э╦ъ╪╤ух	0	8	30539	1	
1868	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30540	1	
1869	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30541	1	
1870	10427	аи╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30542	1	
1871	10427	аи╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30543	1	
1872	10427	аи╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30544	1	
1873	10427	аи╩П╥О╫╚╬Э╦ъ╪╤уК	0	1	30545	1	
1874	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30546	1	
1875	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30547	1	
1876	10427	аи╩П╥О╫╚╬Э╦ъ╪╤гы	0	10	30548	1	
1877	10427	аи╩П╥О╫╚╬Э╦ъ╪╤гы	0	10	30549	1	
1878	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30550	1	
1879	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30551	1	
1880	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30552	1	
1881	10427	аи╩П╥О╫╚╬Э╦ъ╪╤йж	0	0	30553	1	
1882	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30554	1	
1883	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30555	1	
1884	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30556	1	
1885	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧В	0	5	30557	1	
1886	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30558	1	
1887	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30559	1	
1888	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30560	1	
1889	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30561	1	
1890	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30562	1	
1891	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30563	1	
1892	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30564	1	
1893	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30565	1	
1894	10427	аи╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30566	1	
1895	10427	аи╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30567	1	
1896	10427	аи╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30568	1	
1897	10427	аи╩П╥О╫╚╬Э╦ъ╪╤г╧	0	6	30569	1	
1898	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30570	1	
1899	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30571	1	
1900	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30572	1	
1901	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╧╜	0	4	30573	1	
1902	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30574	1	
1903	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30575	1	
1904	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30576	1	
1905	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	7	30577	1	
1906	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30578	1	
1907	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30579	1	
1908	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30580	1	
1909	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30581	1	
1910	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30582	1	
1911	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╫ё	0	2	30583	1	
1912	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30584	1	
1913	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30585	1	
1914	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30586	1	
1915	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣╤	0	3	30587	1	
1916	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30588	1	
1917	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30589	1	
1918	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30590	1	
1919	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╠й	0	9	30591	1	
1920	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30592	1	
1921	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30593	1	
1922	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30594	1	
1923	10427	аи╩П╥О╫╚╬Э╦ъ╪╤в╕	0	11	30595	1	
1924	10427	аи╩П╥О╫╚╬Э╦ъ╪╤их	0	13	30596	1	
1925	10427	аи╩П╥О╫╚╬Э╦ъ╪╤их	0	13	30597	1	
1926	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣я	0	12	30598	1	
1927	10427	аи╩П╥О╫╚╬Э╦ъ╪╤╣я	0	12	30599	1	
1928	10428	аи╩П╥От╙к╖ЁУ╪╤╣╤	0	3	30600	1	
1929	10428	аи╩П╥От╙к╖ЁУ╪╤ух	0	8	30601	1	
1930	10428	аи╩П╥От╙к╖ЁУ╪╤йж	0	0	30602	1	
1931	10428	аи╩П╥От╙к╖ЁУ╪╤уК	0	1	30603	1	
1932	10428	аи╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30604	1	
1933	10428	аи╩П╥От╙к╖ЁУ╪╤гы	0	10	30605	1	
1934	10428	аи╩П╥От╙к╖ЁУ╪╤йж	0	0	30606	1	
1935	10428	аи╩П╥От╙к╖ЁУ╪╤╧В	0	5	30607	1	
1936	10428	аи╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30608	1	
1937	10428	аи╩П╥От╙к╖ЁУ╪╤╠й	0	9	30609	1	
1938	10428	аи╩П╥От╙к╖ЁУ╪╤г╧	0	6	30610	1	
1939	10428	аи╩П╥От╙к╖ЁУ╪╤╧╜	0	4	30611	1	
1940	10428	аи╩П╥От╙к╖ЁУ╪╤╣╤	0	7	30612	1	
1941	10428	аи╩П╥От╙к╖ЁУ╪╤в╕	0	11	30613	1	
1942	10428	аи╩П╥От╙к╖ЁУ╪╤╫ё	0	2	30614	1	
1943	10428	аи╩П╥От╙к╖ЁУ╪╤╣╤	0	3	30615	1	
1944	10428	аи╩П╥От╙к╖ЁУ╪╤╠й	0	9	30616	1	
1945	10428	аи╩П╥От╙к╖ЁУ╪╤в╕	0	11	30617	1	
1946	10428	аи╩П╥От╙к╖ЁУ╪╤их	0	13	30618	1	
1947	10428	аи╩П╥От╙к╖ЁУ╪╤╣я	0	12	30619	1	
1948	10429	аи╩П╥От╙к╖жп╪╤╣╤	0	3	30620	1	
1949	10429	аи╩П╥От╙к╖жп╪╤ух	0	8	30621	1	
1950	10429	аи╩П╥От╙к╖жп╪╤йж	0	0	30622	1	
1951	10429	аи╩П╥От╙к╖жп╪╤уК	0	1	30623	1	
1952	10429	аи╩П╥От╙к╖жп╪╤╫ё	0	2	30624	1	
1953	10429	аи╩П╥От╙к╖жп╪╤гы	0	10	30625	1	
1954	10429	аи╩П╥От╙к╖жп╪╤йж	0	0	30626	1	
1955	10429	аи╩П╥От╙к╖жп╪╤╧В	0	5	30627	1	
1956	10429	аи╩П╥От╙к╖жп╪╤╫ё	0	2	30628	1	
1957	10429	аи╩П╥От╙к╖жп╪╤╠й	0	9	30629	1	
1958	10429	аи╩П╥От╙к╖жп╪╤г╧	0	6	30630	1	
1959	10429	аи╩П╥От╙к╖жп╪╤╧╜	0	4	30631	1	
1960	10429	аи╩П╥От╙к╖жп╪╤╣╤	0	7	30632	1	
1961	10429	аи╩П╥От╙к╖жп╪╤в╕	0	11	30633	1	
1962	10429	аи╩П╥От╙к╖жп╪╤╫ё	0	2	30634	1	
1963	10429	аи╩П╥От╙к╖жп╪╤╣╤	0	3	30635	1	
1964	10429	аи╩П╥От╙к╖жп╪╤╠й	0	9	30636	1	
1965	10429	аи╩П╥От╙к╖жп╪╤в╕	0	11	30637	1	
1966	10429	аи╩П╥От╙к╖жп╪╤их	0	13	30638	1	
1967	10429	аи╩П╥От╙к╖жп╪╤╣я	0	12	30639	1	
1968	10430	аи╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30640	1	
1969	10430	аи╩П╥От╙к╖╦ъ╪╤╣╤	0	3	30641	1	
1970	10430	аи╩П╥От╙к╖╦ъ╪╤ух	0	8	30642	1	
1971	10430	аи╩П╥От╙к╖╦ъ╪╤ух	0	8	30643	1	
1972	10430	аи╩П╥От╙к╖╦ъ╪╤йж	0	0	30644	1	
1973	10430	аи╩П╥От╙к╖╦ъ╪╤йж	0	0	30645	1	
1974	10430	аи╩П╥От╙к╖╦ъ╪╤уК	0	1	30646	1	
1975	10430	аи╩П╥От╙к╖╦ъ╪╤уК	0	1	30647	1	
1976	10430	аи╩П╥От╙к╖╦ъ╪╤уК	0	1	30648	1	
1977	10430	аи╩П╥От╙к╖╦ъ╪╤уК	0	1	30649	1	
