Condition_ID	Type	Value_1	Value_2	Value_3	Value_4	Value_5	Value_6	Remark		
30556	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn BiÖn Kinh (187,180) cho Tµo §¹i Lùc			
30557	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn BiÖn Kinh (159,177) cho Vò N­¬ng			
30558	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn T­¬ng D­¬ng (185,176) cho Hµn NghÜa			
30559	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn T­¬ng D­¬ng (182,190) cho Tr­¬ng ¶nh			
30560	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn D­¬ng Ch©u (201,194) cho H¹ HÇu Anh			
30561	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn D­¬ng Ch©u (196,195) cho M·nh Nham			
30562	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn TuyÒn Ch©u (166,182) cho H¹ KiÖt			
30563	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn TuyÒn Ch©u (171,188) cho Chung Phãng			
30564	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn Thµnh §« (223,234) cho A ThÞnh			
30565	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn Thµnh §« (245,221) cho Chu ThiÖn Nh©n			
30566	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn BiÖn Kinh (187,180) cho Tµo §¹i Lùc			
30567	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn BiÖn Kinh (159,177) cho Vò N­¬ng			
30568	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn T­¬ng D­¬ng (185,176) cho Hµn NghÜa			
30569	Item	2	200	68	1	ThiÖp Chóc Mõng Xu©n Míi	Xu©n míi s¾p ®Õn råi, h·y gióp ta ®em ThiÖp Chóc Mõng ®Õn T­¬ng D­¬ng (182,190) cho Tr­¬ng ¶nh 			
30570	Item	1	0	25	2	ThÊt Trïng ThÊt Hoa T¸n	Xu©n míi s¾p ®Õn råi, h·y thu thËp %d/2 ThÊt Trïng ThÊt Hoa T¸n råi ®Õn T­¬ng D­¬ng (196,181) giao cho Lôc Tróc ¤ng			
30571	Item	0	102	17	5	Tæ MÉu Lôc Giíi ChØ	Xu©n míi s¾p ®Õn råi, h·y thu thËp %d/5 Tæ MÉu Lôc Giíi ChØ råi ®Õn BiÖn Kinh (158,177) giao cho Vò N­¬ng			
30572	Item	2	1	2004	10	Thiªn Nguyªn Th¹ch (Trung)	Xu©n míi s¾p ®Õn råi, h·y thu thËp %d/10 Thiªn Nguyªn Th¹ch-Trung råi ®Õn Thµnh §« (211,224) giao cho ThÇy bãi			
30573	Item	2	1	2007	10	§Þa Nguyªn Th¹ch (Trung)	Xu©n míi s¾p ®Õn råi, h·y thu thËp %d/10 §Þa Nguyªn Th¹ch-Trung råi ®Õn Thµnh §« (211,224) giao cho ThÇy bãi			
30574	Item	2	1	2010	10	Nh©n Nguyªn Th¹ch (Trung)	Xu©n míi s¾p ®Õn råi, h·y thu thËp %d/10 Nh©n Nguyªn Th¹ch-Trung råi ®Õn Thµnh §« (211,224) giao cho ThÇy bãi			
30575	Lv	90	9							
30576	Item	2	0	30034	10	Ng©n l­îng	Cã %d/10 ng©n l­îng			
30577	Item	2	0	31001	1	U Minh Ti	Cã %d/1 U Minh Ti			
30578	Item	2	0	31008	1	Ên Th©n y	Cã %d /1 Ên Th©n y			
30579	Item	2	0	31002	1	Tõ Th¹ch Kú DÞ	Cã %d/1 Tõ Th¹ch Kú DÞ			
30580	Item	2	0	31003	1	TrËn Phï 1	Cã %d/1 TrËn Phï 1			
30581	Item	2	0	31004	1	TrËn Phï 2	Cã %d/1 TrËn Phï 2			
30582	Killer	Con Rèi Thñ TrËn	1				§¸nh b¹i Con Rèi Thñ TrËn			
30583	Item	2	0	31005	1	Phï TruyÒn Tèng-Phong Ên	Cã %d/1 Phï TruyÒn Tèng-Phong Ên			
30584	Item	2	0	31009	1	Trang Phôc Th­¬ng §éi	Cã %d/1 Trang Phôc Th­¬ng §éi			
30585	Item	2	0	31007	1	Chøng minh thùc lùc	Cã %d/1 Chøng Minh Thùc Lùc			
30586	Killer	C¸c C¸ch C­¬ng	1				DiÖt %d/1 C¸c C¸ch C­¬ng			
30587	Killer	Ng­êi thÇn bÝ	1				DiÖt %d/1 ng­êi thÇn bÝ			
30588	Killer	Hæ Y Nh©n	20				DiÖt %d/20 Hæ y Nh©n			
30589	Tv	3478	1	1			Tham gia Kinh ThÕ ThiÕt TÆc			
30590	Item	2	1	31242	1	Ma Vùc BÝ Lôc	Cã %d/1 Ma Vùc BÝ Lôc			
30591	Killer	Thiªn ¢m Gi¸o Ma Vùc Sø	1				§¸nh b¹i %d/1 Thiªn ¢m Gi¸o Ma Vùc Sø			
30592	Tv						§èi tho¹i víi T­íng Lý HuyÒn S¸ch			
30593	Tv						§èi tho¹i víi TrÇn Lçi			
30594	Item	2	1	31243	1	Cù Tö LÖnh BÞ H­	Cã %d/1 Cù Tö LÖnh BÞ Háng			
30595	Tv						§èi tho¹i víi Tô B¶o C¸c LiÔu B¨ng Thanh			
30596	Killer	Thiªn ¢m Gi¸o Ma Vùc Sø	1				DiÖt %d/1 Thiªn ¢m Gi¸o Ma Vùc Sø			
30597	Killer	Thiªn ¢m Gi¸o §å träng th­¬ng	1				DiÖt %d/1 Thiªn ¢m Gi¸o §å Träng Th­¬ng			
30598	Killer	NhuËn H¹	50				DiÖt %d/50 NhuËn H¹			
30599	Killer	Viªm Th­îng	50				DiÖt %d/50 Viªm Th­îng			
30600	Killer	Khóc Trùc	50				DiÖt %d/50 Khóc Trùc			
30601	Killer	Tßng c¸ch	50				DiÖt %d/50 Tßng C¸ch			
30602	Killer	Gi¸ S¾c	50				DiÖt %d/50 Gi¸ S¾c			
30603	Money	5000000					Dïng 500 Vµng			
30604	Item	2	1	31266	1	§Çu Gi¸o G·y	Cã %d/1 §Çu Gi¸o G·y			
30605	Item	2	1	31267	1	Th­ Gi¸o chñ	Cã %d/1 Th­ Gi¸o chñ			
30606	Tv	3524	1	3			Thiªn M«n TrËn Liªn Server th¾ng %d/1 lÇn			
30607	Tv	3525	1	3			ChiÕn Tr­êng HiÖp Lé T­¬ng Phïng th¾ng %d/1 lÇn			
30608	Tv	3526	20	3			3v3 th¾ng %d/20 lÇn			
30609	Tv	3527	20	3			1v1 th¾ng %d/20 lÇn			
30610	Item	2	1	31257	1	§o¹n Tr­êng Th¶o-Thi Ma	Thu thËp %d/1 §o¹n Tr­êng Th¶o-Thi Ma			
30611	Item	2	1	31258	1	Long Diªn Th¶o-Thiªn T­íng	Thu thËp %d/1 Long Diªn Th¶o-Thiªn T­íng			
30612	Item	2	1	31259	1	Phôc §iÓu §Ønh	Thu thËp %d/1 Phôc §iÓu §Ønh			
30613	Tv	3511	1	1			Sö dông Håi Méng §¬n			
30614	Lv	90	10							
30615	Lv	70								
30616	Item	2	1	31280	1	B¶n Th¶o ThÊt L¹c 1	Cã %d/1 B¶n Th¶o ThÊt L¹c 1			
30617	Item	2	1	31281	1	B¶n Th¶o ThÊt L¹c 2	Cã %d/1 B¶n Th¶o ThÊt L¹c 2			
30618	Item	2	1	31282	1	B¶n Th¶o ThÊt L¹c 3	Cã %d/1 B¶n Th¶o ThÊt L¹c 3			
30619	Item	2	1	31283	1	B¶n Th¶o ThÊt L¹c 4	Cã %d/1 B¶n Th¶o ThÊt L¹c 4			
30620	Item	2	1	31284	1	B¶n Th¶o ThÊt L¹c 5	Cã %d/1 B¶n Th¶o ThÊt L¹c 5			
30621	Item	2	1	31285	1	B¶n Th¶o ThÊt L¹c 6	Cã %d/1 B¶n Th¶o ThÊt L¹c 6			
30622	Lv	70								
30623	Killer	D­¬ng Chiªu	1				H¹ %d/1 D­¬ng Chiªu			
30624	Item	2	1	31170	1	Tô Tµi Th¹ch	Cã %d/1 Tô Tµi Th¹ch			
30625	Killer	Tµo ThiÕu Khanh	1				H¹ %d/1 Tµo ThiÕu Khanh			
30626	Item	2	1	31305	1	§Þa HuyÒn Cung Än	Cã %d/1 §Þa HuyÒn Cung Än			
30627	Item	2	1	31244	100	M¶nh C¬ Quan MÆc Gia	Cã %d/100 M¶nh C¬ Quan MÆc Gia			
30628	Item	2	1	31306	1	Cöu ChuyÓn Minh Huy Lé	Cã %d/1 Cöu ChuyÓn Minh Huy Lé			
30629	Killer	Th¸m Tö BiÖn Kinh	1				H¹ %d/1 Th¸m Tö BiÖn Kinh			
30630	Item	2	1	30499	5	Hu©n ch­¬ng anh hïng	Cã %d/5 Hu©n Ch­¬ng Anh Hïng			
30631	Item	2	95	2084	2	Hµo HiÖp LÖnh	Cã %d/2 Hµo HiÖp LÖnh			
30632	Item	2	2	7	5	M¶nh Thiªn th¹ch	Cã %d/5 M¶nh Thiªn Th¹ch			
30633	Item	2	2	8	1	Thiªn th¹ch	Cã %d/1 Thiªn Th¹ch			
30634	Item	2	1	30612	1	ThiÕt tinh cÊp 4	Cã %d/1 ThiÕt Tinh CÊp 4			
30635	Item	2	22	402	1	H¾c DiÖu Th¹ch CÊp 2	Cã %d/1 H¾c DiÖu Th¹ch CÊp 2			
30636	Item	2	22	102	1	HuyÕt TrÝch Th¹ch Lv2	Cã %d/1 HuyÕt TrÝch Th¹ch CÊp 2
30637	Item	2	22	202	1	NguyÖt B¹ch Th¹ch Lv2	Cã %d/1 NguyÖt B¹ch Th¹ch CÊp 2
30638	Item	2	22	302	1	Hæ Ph¸ch Th¹ch CÊp 2	Cã %d/1 Hæ Ph¸ch Th¹ch CÊp 2			
30639	Item	2	1	31118	1	§«n Hoµng HuyÒn ThiÕt	Cã %d/1 §«n Hoµng HuyÒn ThiÕt			
30640	Item	2	1	31120	1	§« Hoµng HuyÒn Tinh	Cã %d/1 §«n Hoµng HuyÒn Tinh			
30641	Item	2	1	31121	1	§«n Hoµng M· N·o	Cã %d/1 §«n Hoµng M· N·o			
30642	Item	2	1	31119	1	§«n Hoµng Hæ Ph¸ch	Cã %d/1 §«n Hoµng Hæ Ph¸ch			
30643	Item	2	1	30912	10	HiÖp NghÜa Chi Chøng	Cã %d/10 HiÖp NghÜa Chi Chøng			
30644	Item	2	1	30913	1	§ång TÕ Chi NguyÖn	Cã %d/1 §ång TÕ Chi NguyÖn			
30645	Item	2	1	31240	1	Huy NguyÖt Th¹ch	Cã %d/1 Huy NguyÖt Th¹ch			
30646	Item	2	1	30670	1	HuyÒn Viªm ThiÕt	Cã %d/1 HuyÒn Viªm ThiÕt			
30647	Item	2	1	30671	1	Viªm Linh Ti	Cã %d/1 Viªm Linh Ti			
30648	Item	2	1	30672	1	Da Ma Lang	Cã %d/1 Da Ma Lang			
30649	Item	2	1	30673	1	Da §Þa Long	Cã %d/1 Da §Þa Long			
30650	Killer	Ng« Lçi	1				H¹ %d/1 Ng« Lçi			
30651	Killer	§oµn Vò Tr¹ch	1				H¹ %d/1 §oµn Vò Tr¹ch			
30652	Killer	M«ng NghÞ	1				H¹ %d/1 M«ng NghÞ			
30653	Killer	Nguyªn TrÜ Sinh	1				H¹ %d/1 Nguyªn TrÜ Sinh			
30654	Killer	T©n Chi Trî	1				H¹ %d/1 T©n Chi Trî			
30655	Killer	Gi¶i Tr©n	1				H¹ %d/1 Gi¶i Tr©n			
30656	Killer	Thêi BÊt Thiªn	1				H¹ %d/1 Thêi BÊt Thiªn			
30657	Killer	Phan Hæ	1				H¹ %d/1 Phan Hæ			
30658	Killer	Tiªu V©n Lan	1				H¹ %d/1 Tiªu V©n Lan			
30659	Killer	M¹nh Du B×nh	1				H¹ %d/1 M¹nh Du B×nh			
30660	Killer	Viªn H¹o	1				H¹ %d/1 Viªn H¹o			
30661	Killer	YÕn L¨ng V©n	1				H¹ %d/1 YÕn L¨ng V©n			
30662	Killer	Lª Bµng Tö	1				H¹ %d/1 Lª Bµng Tö			
30663	Killer	Giang Thiªn S¬n	1				H¹ %d/1 Giang Thiªn S¬n			
30664	Killer	Ng­u NhÞ	1				H¹ %d/1 Ng­u NhÞ			
30665	Killer	Tam ThiÕu Gia	1				H¹ %d/1 Tam ThiÕu Gia			
30666	Killer	¢n V« Phóc	1				H¹ %d/1 ¢n V« Phóc			
30667	Killer	Lam Bµo Kh¸ch	1				H¹ %d/1 Lam Bµo Kh¸ch			
30668	Killer	D¹ Xoa	1				H¹ %d/1 D¹ Xoa			
30669	Killer	Phi T­íng Qu©n	1				H¹ %d/1 Phi T­íng Qu©n			
30670	Item	2	1	31305	1		Cã %d/1 §Þa HuyÒn Cung Än			
30671	Item	2	1	31308	1		Cã %d/1 B¸ch LuyÖn ThÇn ThiÕt			
30672	Item	2	1	31309	1		Cã %d/1 Tói Xuyªn V©n TiÔn			
30673	Item	2	1	31310	1		Cã %d/1 Khai S¬n Phñ			
30674	Item	2	1	31311	1		Cã %d/1 Th¸i H­ Th¹ch			
30675	Item	2	1	31312	1		Cã %d/1 Th­ Tay LÖnh C«ng			
30676	Killer	Ng« Lçi	1				H¹ %d/1 Ng« Lçi			
30677	Killer	§oµn Vò Tr¹ch	1				H¹ %d/1 §oµn Vò Tr¹ch			
30678	Killer	M«ng NghÞ	1				H¹ %d/1 M«ng NghÞ			
30679	Killer	Nguyªn TrÜ Sinh	1				H¹ %d/1 Nguyªn TrÜ Sinh			
30680	Killer	T©n Chi Trî	1				H¹ %d/1 T©n Chi Trî			
30681	Killer	Gi¶i Tr©n	1				H¹ %d/1 Gi¶i Tr©n			
30682	Killer	Thêi BÊt Thiªn	1				H¹ %d/1 Thêi BÊt Thiªn			
30683	Killer	Phan Hæ	1				H¹ %d/1 Phan Hæ			
30684	Killer	Tiªu V©n Lan	1				H¹ %d/1 Tiªu V©n Lan			
30685	Killer	M¹nh Du B×nh	1				H¹ %d/1 M¹nh Du B×nh			
30686	Killer	Viªn H¹o	1				H¹ %d/1 Viªn H¹o			
30687	Killer	YÕn L¨ng V©n	1				H¹ %d/1 YÕn L¨ng V©n			
30688	Killer	Lª Bµng Tö	1				H¹ %d/1 Lª Bµng Tö			
30689	Killer	Giang Thiªn S¬n	1				H¹ %d/1 Giang Thiªn S¬n			
30690	Killer	Ng­u NhÞ	1				H¹ %d/1 Ng­u NhÞ			
30691	Killer	Tam ThiÕu Gia	1				H¹ %d/1 Tam ThiÕu Gia			
30692	Killer	¢n V« Phóc	1				H¹ %d/1 ¢n V« Phóc			
30693	Killer	Lam Bµo Kh¸ch	1				H¹ %d/1 Lam Bµo Kh¸ch			
30694	Killer	D¹ Xoa	1				H¹ %d/1 D¹ Xoa			
30695	Killer	Phi T­íng Qu©n	1				H¹ %d/1 Phi T­íng Qu©n			
30696	Item	2	1	31305	1		Cã %d/1 §Þa HuyÒn Cung Än			
30697	Item	2	1	31308	1		Cã %d/1 B¸ch LuyÖn ThÇn ThiÕt			
30698	Item	2	1	31309	1		Cã %d/1 Tói Xuyªn V©n TiÔn			
30699	Item	2	1	31310	1		Cã %d/1 Khai S¬n Phñ			
30700	Item	2	1	31311	1		Cã %d/1 Th¸i H­ Th¹ch			
30701	Item	2	1	31312	1		Cã %d/1 Th­ Tay LÖnh C«ng			
30702	Tv	3583	1	1			Hoµn thµnh nhiÖm vô tiÒn ®Ò Qu¸n Trä Long M«n			
30703	Killer	Nhai Th­îng S¬n TÆc	20				§Õn ThÊt L¹c Nhai diÖt %d/20 Nhai Th­îng S¬n TÆc			
30704	Killer	NguyÖt §µn Hé Ph¸p	20				§Õn ThÊt L¹c Nhai diÖt %d/20 NguyÖt §µn Hé Ph¸p			
30705	Killer	L­u Vong ¸c §å	20				§Õn ThÊt L¹c Nhai diÖt %d/20 L­u Vong ƒc §å			
30706	Killer	Tinh §µn Hé Ph¸p	20				§Õn ThÊt L¹c Nhai diÖt %d/20 Tinh §µn Hé Ph¸p			
30707	Killer	Giang Hå Tiªu TiÓu	20				§Õn ThÊt L¹c Nhai diÖt %d/20 Giang Hå Tiªu TiÓu			
30708	Killer	NhËt ®µn hé ph¸p	20				§Õn ThÊt L¹c Nhai diÖt %d/20 NhËt §µn Hé Ph¸p			
30709	Killer	ThÇn §µn Hé Ph¸p	20				§Õn ThÊt L¹c Nhai diÖt %d/20 ThÇn §µn Hé Ph¸p			
30710	Killer	Mao ng­u cao nguyªn	20				§Õn Quúnh KÕt diÖt %d/20 Mao Ng­u Cao Nguyªn			
30711	Killer	Th­¬ng ¦ng	20				§Õn Quúnh KÕt diÖt %d/20 Th­¬ng ¦ng			
30712	Killer	Tr­êng Mao T­îng	20				§Õn Thiªn Long Tù diÖt %d/20 Tr­êng Mao T­îng			
30713	Killer	Hoµng Téc Ph¶n Qu©n	20				§Õn Thiªn Long Tù diÖt %d/20 Hoµng Téc Ph¶n Qu©n			
30714	Killer	ChÊt Tö T­íng LÜnh	20				§Õn H­ng Kh¸nh diÖt %d/20 ChÊt Tö T­íng LÜnh			
30715	Killer	Tinh §µn Gi¸o Chóng	20				§Õn H­ng Kh¸nh diÖt %d/20 Tinh §µn Gi¸o Chóng			
30716	Item	2	1	30499	5		Cã %d/5 Hu©n Ch­¬ng Anh Hïng			
30717	Item	2	95	2084	5		Së h÷u %d/5 Hµo HiÖp LÖnh			
30718	Item	2	1	31066	2		Së h÷u %d/2 Th¸i NhÊt §ång QuyÓn			
30719	Item	2	1	31067	1		Së h÷u %d/1 Th¸i NhÊt ThiÕt QuyÓn			
30720	Item	2	1	30612	2		Së h÷u %d/2 ThiÕt Tinh CÊp 4			
30721	Item	2	1	31118	1		Cã %d/1 §«n Hoµng HuyÒn ThiÕt			
30722	Item	2	1	31120	1		Cã %d/1 §«n Hoµng HuyÒn Tinh			
30723	Item	2	1	31119	1		Cã %d/1 §«n Hoµng Hæ Ph¸ch			
30724	Item	2	1	31121	1		Cã %d/1 §«n Hoµng M· N·o			
30725	Item	2	1	30912	20		Së h÷u %d/20 HiÖp NghÜa Chi Chøng			
30726	Item	2	1	30913	1		Cã %d/1 §ång TÕ Chi NguyÖn			
30727	Item	2	1	31240	1		Cã %d/1 Huy NguyÖt Th¹ch			
30728	Item	2	2	7	2		Së h÷u %d/2 M¶nh Thiªn Th¹ch			
30729	Item	2	2	8	2		Së h÷u %d/2 Thiªn Th¹ch			
30730	Item	2	1	9999	1		Së h÷u %d/1 Qu©n C«ng Ch­¬ng			
30731	Item	2	1	31244	5		Së h÷u %d/5 M¶nh C¬ Quan MÆc Gia			
30732	Item	2	1	31241	1		Së h÷u %d/1 HuyÕt Bå §Ò			
30733	Item	2	1	31255	1		Së h÷u %d/1 ChÝ D­¬ng Hoµn			
