SourceMapId	SourceMapString	TargetMapId	TargetMapString	Type	SourceScriptFile	ScrollType	NpcName_0	Position_0	NpcName_1	Position_1	NpcName_2	Position_2	NpcName_3	Position_3	SelIndexs_0	SelIndexs_1	SelIndexs_2	SelIndexs_3	SelIndexs_4	SelIndexs_5	SelIndexs_6	SelIndexs_7	SelIndexs_8	SelIndexs_9	SelIndexs_10
350	T­¬ng D­¬ng	407	Ngò §éc Gi¸o	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	1;	6;3;	6;3;	6;3;
350	T­¬ng D­¬ng	509	C«n L«n	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	1;	6;4;	
350	T­¬ng D­¬ng	404	Thóy Yªn	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5
350	T­¬ng D­¬ng	152	Minh gi¸o	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1434;2963							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5;
400	§¹i Lı phñ	404	Thóy Yªn	3	\script\Î÷ÄÏÇø\´óÀí¸®\trap\´óÀí¸®to´äÑÌÃÅ.lua			1612;3170																	
400	§¹i Lı phñ	306	Giang T©n Th«n	3	\script\Î÷ÄÏÇø\´óÀí¸®\trap\´óÀí¸®to½­½ò´å.lua			1609;2821																	
400	§¹i Lı phñ	409	Thiªn TÇm th¸p_1	3	\script\Î÷ÄÏÇø\´óÀí¸®\trap\´óÀí¸®toÇ§Ñ°Ëş.lua			1423;2854																	
400	§¹i Lı phñ	401	§iÓm Th­¬ng s¬n	3	\script\Î÷ÄÏÇø\´óÀí¸®\trap\´óÀí¸®toµã²ÔÉ½.lua			1381;3170																	
400	§¹i Lı phñ	200	BiÖn Kinh	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			3;										
400	§¹i Lı phñ	300	Thµnh §«	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			1;										
400	§¹i Lı phñ	500	Phông T­êng phñ	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			6;										
400	§¹i Lı phñ	100	TuyÒn Ch©u	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			2;										
400	§¹i Lı phñ	350	T­¬ng D­¬ng	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			4;										
400	§¹i Lı phñ	150	D­¬ng Ch©u	2	\script\Î÷ÄÏÇø\´óÀí¸®\npc\´óÀí³µ·ò.lua		Xa phu §¹i Lı	1465;3110	Xa phu §¹i Lı	1574;3110	Xa phu §¹i Lı	1549;2882			5;										
400	§¹i Lı phñ	204	ThiÕu L©m	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							1;	1;	2;	2;	2;	2;	2;	2;	2;	2;	2;
400	§¹i Lı phñ	312	Vâ §ang	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							2;	2;	1;	3;	3;	3;	3;	3;	3;	3;	3;
400	§¹i Lı phñ	303	Nga My	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							3;	3;	3;	1;	4;	4;	4;	4;	4;	4;	4;
400	§¹i Lı phñ	209	C¸i Bang	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							4;	4;	4;	4;	1;	5;	5;	5;	5;	5;	5;
400	§¹i Lı phñ	305	§­êng M«n	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							5;	5;	5;	5;	5;	1;	6;1;	6;1;	6;1;	6;1;	6;1;
400	§¹i Lı phñ	219	Thiªn Ba D­¬ng phñ	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							6;1;	6;1;	6;1;	6;1;	6;1;	6;1;	1;	6;2;	6;2;	6;2;	6;2;
400	§¹i Lı phñ	407	Ngò §éc Gi¸o	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	1;	6;3;	6;3;	6;3;
400	§¹i Lı phñ	509	C«n L«n	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	1;	6;4;	
400	§¹i Lı phñ	404	Thóy Yªn	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5
400	§¹i Lı phñ	152	Minh gi¸o	1	\script\Î÷ÄÏÇø\´óÀí¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1548;2981							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5;
401	§iÓm Th­¬ng s¬n	327	¤ M«ng Bé	3	\script\Î÷ÄÏÇø\µã²ÔÉ½\trap\µã²ÔÉ½to½­½ò´å.lua			1476;2996																	
401	§iÓm Th­¬ng s¬n	414	Phông Nh·n ®éng	3	\script\Î÷ÄÏÇø\µã²ÔÉ½\trap\µã²ÔÉ½to·ïÑÛ¶´.lua			1654;2766																	
401	§iÓm Th­¬ng s¬n	412	Long Nh·n ®éng-1	3	\script\Î÷ÄÏÇø\µã²ÔÉ½\trap\µã²ÔÉ½toÁúÑÛ¶´.lua			1471;2885																	
401	§iÓm Th­¬ng s¬n	402	T©y Song B¶n N¹p b¾c	3	\script\Î÷ÄÏÇø\µã²ÔÉ½\trap\µã²ÔÉ½toÎ÷Ë«°æÄÉ±±²¿.lua			1562;3261																	
401	§iÓm Th­¬ng s¬n	400	§¹i Lı phñ	3	\script\Î÷ÄÏÇø\µã²ÔÉ½\trap\µã²ÔÉ½to´óÀí¸®.lua			1755;2953																	
402	T©y Song B¶n N¹p b¾c	401	§iÓm Th­¬ng s¬n	3	\script\Î÷ÄÏÇø\Î÷Ë«°æÄÉ±±²¿\trap\Î÷Ë«°æÄÉ±±²¿toµã²ÔÉ½.lua			1556;2714																	
402	T©y Song B¶n N¹p b¾c	403	T©y Song B¶n N¹p nam	3	\script\Î÷ÄÏÇø\Î÷Ë«°æÄÉ±±²¿\trap\Î÷Ë«°æÄÉ±±²¿toÎ÷É½°æÄÉÄÏ²¿.lua			1294;3168																	
403	T©y Song B¶n N¹p nam	402	T©y Song B¶n N¹p b¾c	3	\script\Î÷ÄÏÇø\Î÷Ë«°æÄÉÄÏ²¿\trap\Î÷Ë«°æÄÉÄÏ²¿toÎ÷Ë«°æÄÉ±±²¿.lua			1583;2939																	
404	Thóy Yªn	400	§¹i Lı phñ	3	\script\Î÷ÄÏÇø\´äÑÌ\trap\´äÑÌto´óÀí¸®.lua			1311;2711																	
404	Thóy Yªn	405	Ch©n nói Vò L¨ng	3	\script\Î÷ÄÏÇø\´äÑÌ\trap\´äÑÌtoÎäÁêÉ½½Å.lua			1663;3214																	
405	Ch©n nói Vò L¨ng	404	Thóy Yªn	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½½Å\trap\ÎäÁêÉ½½Åto´äÑÌÃÅ.lua			1277;2808																	
405	Ch©n nói Vò L¨ng	407	Ngò §éc Gi¸o	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½½Å\trap\ÎäÁêÉ½½ÅtoÎå¶¾½Ì.lua			1583;3051																	
405	Ch©n nói Vò L¨ng	408	Miªu LÜnh	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½½Å\trap\ÎäÁêÉ½½ÅtoÃçÁë.lua			1277;3197																	
405	Ch©n nói Vò L¨ng	406	Vò L¨ng s¬n	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½½Å\trap\ÎäÁêÉ½½ÅtoÎäÁêÉ½.lua			1561;2747																	
406	Vò L¨ng s¬n	350	T­¬ng D­¬ng	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½\trap\ÎäÁêÉ½toÏåÑô¸®.lua			1581;2804																	
406	Vò L¨ng s¬n	416	B¹ch Thñy ®éng-1	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½\trap\ÎäÁêÉ½to°×Ë®¶´.lua			1306;2734																	
406	Vò L¨ng s¬n	405	Ch©n nói Vò L¨ng	3	\script\Î÷ÄÏÇø\ÎäÁêÉ½\trap\ÎäÁêÉ½toÎäÁêÉ½½Å.lua			1279;3171																	
407	Ngò §éc Gi¸o	418	Ngò §éc mª cung tÇng 1	3	\script\Î÷ÄÏÇø\Îå¶¾½Ì\trap\Îå¶¾½ÌtoÈëÃÅÃÔ¹¬.lua			1432;3072																	
407	Ngò §éc Gi¸o	405	Ch©n nói Vò L¨ng	3	\script\Î÷ÄÏÇø\Îå¶¾½Ì\trap\Îå¶¾½ÌtoÎäÁêÉ½½Å.lua			1545;3067																	
407	Ngò §éc Gi¸o	105	T©y TuyÒn Ch©u	3	\script\Î÷ÄÏÇø\Îå¶¾½Ì\trap\Îå¶¾½ÌtoÈªÖİ¸®Î÷.lua			1783;3044																	
407	Ngò §éc Gi¸o	100	TuyÒn Ch©u	2	\script\Î÷ÄÏÇø\Îå¶¾½Ì\npc\ĞÜÁ¢.lua		Hïng LËp	1551;3265							1;										
408	Miªu LÜnh	420	YÕn Tö ®éng-1	3	\script\Î÷ÄÏÇø\ÃçÁë\trap\ÃçÁëtoÑà×Ó¶´.lua			1295;2701																	
408	Miªu LÜnh	405	Ch©n nói Vò L¨ng	3	\script\Î÷ÄÏÇø\ÃçÁë\trap\ÃçÁëtoÎäÁêÉ½½Å.lua			1572;2748																	
409	Thiªn TÇm th¸p_1	410	Thiªn TÇm th¸p_2	3	\script\Î÷ÄÏÇø\Ç§Ñ°ËşÒ»²ã\trap\Ç§Ñ°ËşÒ»²ãtoÇ§Ñ°Ëş¶ş²ã.lua			1796;3533																	
409	Thiªn TÇm th¸p_1	400	§¹i Lı phñ	3	\script\Î÷ÄÏÇø\Ç§Ñ°ËşÒ»²ã\trap\Ç§Ñ°ËşÒ»²ãto´óÀí.lua			1551;3238																	
410	Thiªn TÇm th¸p_2	409	Thiªn TÇm th¸p_1	3	\script\Î÷ÄÏÇø\Ç§Ñ°Ëş¶ş²ã\trap\Ç§Ñ°Ëş¶ş²ãtoÇ§Ñ°ËşÒ»²ã.lua			1442;3116																	
410	Thiªn TÇm th¸p_2	411	Thiªn TÇm th¸p_3	3	\script\Î÷ÄÏÇø\Ç§Ñ°Ëş¶ş²ã\trap\Ç§Ñ°Ëş¶ş²ãtoÇ§Ñ°ËşÈı²ã.lua			1855;3012																	
411	Thiªn TÇm th¸p_3	410	Thiªn TÇm th¸p_2	3	\script\Î÷ÄÏÇø\Ç§Ñ°ËşÈı²ã\trap\Ç§Ñ°ËşÈı²ãtoÇ§Ñ°Ëş¶ş²ã.lua			1371;3484																	
412	Long Nh·n ®éng-1	401	§iÓm Th­¬ng s¬n	3	\script\Î÷ÄÏÇø\ÁúÑÛ¶´Ò»²ã\trap\ÁúÑÛ¶´Ò»²ãtoµã²ÔÉ½.lua			1866;3183																	
412	Long Nh·n ®éng-1	413	Long Nh·n ®éng-2	3	\script\Î÷ÄÏÇø\ÁúÑÛ¶´Ò»²ã\trap\ÁúÑÛ¶´Ò»²ãtoÁúÑÛ¶´¶ş²ã.lua			1541;3104																	
413	Long Nh·n ®éng-2	412	Long Nh·n ®éng-1	3	\script\Î÷ÄÏÇø\ÁúÑÛ¶´¶ş²ã\trap\ÁúÑÛ¶´¶ş²ãtoÁúÑÛ¶´Ò»²ã.lua			1899;3394																	
414	Phông Nh·n ®éng	401	§iÓm Th­¬ng s¬n	3	\script\Î÷ÄÏÇø\·ïÑÛ¶´\trap\·ïÑÛ¶´toµã²ÔÉ½.lua			1623;3543																	
416	B¹ch Thñy ®éng-1	406	Vò L¨ng s¬n	3	\script\Î÷ÄÏÇø\°×Ë®¶´Ò»²ã\trap\°×Ë®¶´Ò»²ãtoÎäÁêÉ½.lua			1558;3144																	
416	B¹ch Thñy ®éng-1	417	B¹ch Thñy ®éng-2	3	\script\Î÷ÄÏÇø\°×Ë®¶´Ò»²ã\trap\°×Ë®¶´Ò»²ãto°×Ë®¶´¶ş²ã.lua			1889;2803																	
417	B¹ch Thñy ®éng-2	416	B¹ch Thñy ®éng-1	3	\script\Î÷ÄÏÇø\°×Ë®¶´¶ş²ã\trap\°×Ë®¶´¶ş²ãto°×Ë®¶´Ò»²ã.lua			1598;3616																	
418	Ngò §éc mª cung tÇng 1	419	Ngò §éc mª cung 2	3	\script\Î÷ÄÏÇø\ÈëÃÅÃÔ¹¬Ò»\trap\ÈëÃÅÃÔ¹¬Ò»toÈëÃÅÃÔ¹¬¶ş.lua			1710;2642																	
418	Ngò §éc mª cung tÇng 1	407	Ngò §éc Gi¸o	3	\script\Î÷ÄÏÇø\ÈëÃÅÃÔ¹¬Ò»\trap\ÈëÃÅÃÔ¹¬toÎå¶¾½Ì.lua			1551;3212																	
419	Ngò §éc mª cung 2	418	Ngò §éc mª cung tÇng 1	3	\script\Î÷ÄÏÇø\ÈëÃÅÃÔ¹¬¶ş\trap\ÈëÃÅÃÔ¹¬¶ştoÈëÃÅÃÔ¹¬Ò».lua			1726;3444																	
420	YÕn Tö ®éng-1	421	YÕn Tö ®éng-2	3	\script\Î÷ÄÏÇø\Ñà×Ó¶´Ò»²ã\trap\Ñà×Ó¶´Ò»²ãtoÑà×Ó¶´¶ş²ã.lua			1633;3448																	
420	YÕn Tö ®éng-1	408	Miªu LÜnh	3	\script\Î÷ÄÏÇø\Ñà×Ó¶´Ò»²ã\trap\Ñà×Ó¶´Ò»²ãtoÃçÁë.lua			1405;3726																	
421	YÕn Tö ®éng-2	420	YÕn Tö ®éng-1	3	\script\Î÷ÄÏÇø\Ñà×Ó¶´¶ş²ã\trap\Ñà×Ó¶´¶ş²ãtoÑà×Ó¶´Ò»²ã.lua			1555;3451																	
500	Phông T­êng phñ	504	B¾c Phông T­êng	3	\script\Î÷±±Çø\·ïÏè¸®\trap\·ïÏè¸®to·ïÏè¸®±±.lua			1886;2993																	
500	Phông T­êng phñ	501	Nam Phông T­êng	3	\script\Î÷±±Çø\·ïÏè¸®\trap\·ïÏè¸®to·ïÏè¸®ÄÏ.lua			1628;3264																	
500	Phông T­êng phñ	507	Long M«n trÊn	3	\script\Î÷±±Çø\·ïÏè¸®\trap\·ïÏè¸®toÁúÃÅÕò.lua			1622;3030																	
500	Phông T­êng phñ	200	BiÖn Kinh	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	3;										
500	Phông T­êng phñ	300	Thµnh §«	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	1;										
500	Phông T­êng phñ	400	§¹i Lı phñ	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	6;										
500	Phông T­êng phñ	100	TuyÒn Ch©u	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	2;										
500	Phông T­êng phñ	350	T­¬ng D­¬ng	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	4;										
500	Phông T­êng phñ	150	D­¬ng Ch©u	2	\script\Î÷±±Çø\·ïÏè¸®\npc\·ïÏè³µ·ò.lua		Xa phu Phông T­êng	1849;3061	Xa phu Phông T­êng	1803;3220	Xa phu Phông T­êng	1671;3089	Xa phu Phông T­êng	1671;3202	5;										
500	Phông T­êng phñ	204	ThiÕu L©m	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							1;	1;	2;	2;	2;	2;	2;	2;	2;	2;	2;
500	Phông T­êng phñ	312	Vâ §ang	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							2;	2;	1;	3;	3;	3;	3;	3;	3;	3;	3;
500	Phông T­êng phñ	303	Nga My	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							3;	3;	3;	1;	4;	4;	4;	4;	4;	4;	4;
500	Phông T­êng phñ	209	C¸i Bang	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							4;	4;	4;	4;	1;	5;	5;	5;	5;	5;	5;
500	Phông T­êng phñ	305	§­êng M«n	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							5;	5;	5;	5;	5;	1;	6;1;	6;1;	6;1;	6;1;	6;1;
500	Phông T­êng phñ	219	Thiªn Ba D­¬ng phñ	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							6;1;	6;1;	6;1;	6;1;	6;1;	6;1;	1;	6;2;	6;2;	6;2;	6;2;
500	Phông T­êng phñ	407	Ngò §éc Gi¸o	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	6;2;	1;	6;3;	6;3;	6;3;
500	Phông T­êng phñ	502	Hoa S¬n	3	\script\Î÷±±Çø\·ïÏè¸®\trap\·ïÏè¸®to»ªÉ½.lua			1835;3270																	
500	Phông T­êng phñ	509	C«n L«n	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	6;3;	1;	6;4;	
500	Phông T­êng phñ	404	Thóy Yªn	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5
500	Phông T­êng phñ	152	Minh gi¸o	1	\script\Î÷±±Çø\·ïÏè¸®\npc\ÃÅÅÉ½ÓÒıÈË.lua		Sø gi¶ m«n ph¸i	1751;3141							6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	6;4;	1;	6;5;
501	Nam Phông T­êng	500	Phông T­êng phñ	3	\script\Î÷±±Çø\·ïÏè¸®ÄÏ\trap\·ïÏè¸®ÄÏto·ïÏè¸®.lua			1555;2831																	
501	Nam Phông T­êng	309	KiÕm C¸c Thôc ®¹o	3	\script\Î÷±±Çø\·ïÏè¸®ÄÏ\trap\·ïÏè¸®ÄÏto½£¸óÊñµÀ.lua			1310;3196																	
503	TÇn L¨ng	513	Hoµng L¨ng mé thÊt tÇng 1	3	\script\Î÷±±Çø\ÇØÊ¼»ÊÁê\trap\ÇØÊ¼»ÊÁêto»ÊÁêÄ¹ÊÒÒ»²ã.lua			1583;2753																	
503	TÇn L¨ng	504	B¾c Phông T­êng	3	\script\Î÷±±Çø\ÇØÊ¼»ÊÁê\trap\ÇØÊ¼»ÊÁêto·ïÏè¸®±±.lua			1273;2857																	
504	B¾c Phông T­êng	500	Phông T­êng phñ	3	\script\Î÷±±Çø\·ïÏè¸®±±\trap\·ïÏè¸®±±to·ïÏè¸®.lua			1281;3163																	
504	B¾c Phông T­êng	505	D­îc V­¬ng cèc	3	\script\Î÷±±Çø\·ïÏè¸®±±\trap\·ïÏè¸®±±toÒ©Íõ¹È.lua			1518;2833																	
504	B¾c Phông T­êng	503	TÇn L¨ng	3	\script\Î÷±±Çø\·ïÏè¸®±±\trap\·ïÏè¸®±±toÇØÊ¼»ÊÁê.lua			1581;3167																	
504	B¾c Phông T­êng	6015	H¾c Méc Nhai	2	\script\Î÷ÄÏÇø\ºÚÄ¾ÑÂ\ÉñÃØ½ÌÍ½.lua		Gi¸o ®å thÇn bİ	1343;2840							1;										
505	D­îc V­¬ng cèc	509	C«n L«n	3	\script\Î÷±±Çø\Ò©Íõ¹È\trap\Ò©Íõ¹ÈtoÀ¥ÂØ.lua			1265;2843																	
505	D­îc V­¬ng cèc	504	B¾c Phông T­êng	3	\script\Î÷±±Çø\Ò©Íõ¹È\trap\Ò©Íõ¹Èto·ïÏè¸®±±.lua			1283;3118																	
505	D­îc V­¬ng cèc	506	Mª cung sa m¹c	3	\script\Î÷±±Çø\Ò©Íõ¹È\trap\Ò©Íõ¹ÈtoÉ³Ä®ÃÔ¹¬.lua			1583;2791																	
505	D­îc V­¬ng cèc	510	D­îc V­¬ng ®éng	3	\script\Î÷±±Çø\Ò©Íõ¹È\trap\Ò©Íõ¹ÈtoÒ©Íõ¶´.lua			1304;2878																	
506	Mª cung sa m¹c	505	D­îc V­¬ng cèc	3	\script\Î÷±±Çø\É³Ä®ÃÔ¹¬\trap\É³Ä®ÃÔ¹¬toÒ©Íõ¹È.lua			1498;3155																	
507	Long M«n trÊn	500	Phông T­êng phñ	3	\script\Î÷±±Çø\ÁúÃÅÕò\trap\ÁúÃÅÕòto·ïÏè¸®±±.lua			1894;3459																	
507	Long M«n trÊn	511	Cæ D­¬ng ®éng_1	3	\script\Î÷±±Çø\ÁúÃÅÕò\trap\ÁúÃÅÕòto¹ÅÑô¶´Ò»²ã.lua			1579;3190																	
507	Long M«n trÊn	500	Phông T­êng phñ	3	\script\Î÷±±Çø\ÁúÃÅÕò\trap\ÁúÃÅÕòto·ïÏè¸®.lua			1871;3472																	
507	Long M«n trÊn	509	C«n L«n	3	\script\Î÷±±Çø\ÁúÃÅÕò\trap\ÁúÃÅÕòtoÀ¥ÂØ.lua			1849;3141																	
507	Long M«n trÊn	508	Quang Minh ®Ønh	3	\script\Î÷±±Çø\ÁúÃÅÕò\trap\ÁúÃÅÕòto¹âÃ÷¶¥.lua			1566;3498																	
508	Quang Minh ®Ønh	507	Long M«n trÊn	3	\script\Î÷±±Çø\¹âÃ÷¶¥\trap\¹âÃ÷¶¥toÁúÃÅÕò.lua			1803;3356																	
509	C«n L«n	300	Thµnh §«	2	\script\Î÷±±Çø\À¥ÂØ\npc\Íõ²»·².lua		V­¬ng BÊt Phµm	1426;3442								1;									
509	C«n L«n	507	Long M«n trÊn	3	\script\Î÷±±Çø\À¥ÂØ\trap\À¥ÂØtoÁúÃÅÕò.lua			1341;3432																	
510	D­îc V­¬ng ®éng	505	D­îc V­¬ng cèc	3	\script\Î÷±±Çø\Ò©Íõ¶´\trap\Ò©Íõ¶´toÒ©Íõ¹È.lua			1274;2933																	
511	Cæ D­¬ng ®éng_1	507	Long M«n trÊn	3	\script\Î÷±±Çø\¹ÅÑô¶´Ò»²ã\trap\¹ÅÑô¶´Ò»²ãtoÁúÃÅÕò.lua			2079;3377																	
511	Cæ D­¬ng ®éng_1	512	Cæ D­¬ng ®éng_2	3	\script\Î÷±±Çø\¹ÅÑô¶´Ò»²ã\trap\¹ÅÑô¶´Ò»²ãto¹ÅÑô¶´¶ş²ã.lua			2015;3492																	
512	Cæ D­¬ng ®éng_2	511	Cæ D­¬ng ®éng_1	3	\script\Î÷±±Çø\¹ÅÑô¶´¶ş²ã\trap\¹ÅÑô¶´¶ş²ãto¹ÅÑô¶´Ò»²ã.lua			1678;3103																	
513	Hoµng L¨ng mé thÊt tÇng 1	503	TÇn L¨ng	3	\script\Î÷±±Çø\»ÊÁêÄ¹ÊÒÒ»²ã\trap\»ÊÁêÄ¹ÊÒÒ»²ãtoÇØÊ¼»ÊÁê.lua			1741;2842																	
513	Hoµng L¨ng mé thÊt tÇng 1	514	Hoµng L¨ng mé thÊt tÇng 2	3	\script\Î÷±±Çø\»ÊÁêÄ¹ÊÒÒ»²ã\trap\»ÊÁêÄ¹ÊÒÒ»²ãto»ÊÁêÄ¹ÊÒ¶ş²ã.lua			1580;3164																	
514	Hoµng L¨ng mé thÊt tÇng 2	513	Hoµng L¨ng mé thÊt tÇng 1	3	\script\Î÷±±Çø\»ÊÁêÄ¹ÊÒ¶ş²ã\trap\»ÊÁêÄ¹ÊÒ¶ş²ãto»ÊÁêÄ¹ÊÒÒ»²ã.lua			1510;3124																	
600	Bé l¹c V­¬ng Kú	601	§¹i Th¶o Nguyªn 1	3	\script\±±Çø\ÍõÆì²¿Âä\trap\ÍõÆì²¿Âäto´ó²İÔ­Ò».lua			1342;3204																	
601	§¹i Th¶o Nguyªn 1	602	§¹i Th¶o Nguyªn 2	3	\script\±±Çø\´ó²İÔ­Ò»\trap\´ó²İÔ­Ò»to´ó²İÔ­¶ş1.lua			1596;3198																	
601	§¹i Th¶o Nguyªn 1	600	Bé l¹c V­¬ng Kú	3	\script\±±Çø\´ó²İÔ­Ò»\trap\´ó²İÔ­Ò»toÍõÆì²¿Âä.lua			1583;2857																	
