Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	HiÖu øng	Gi÷ l¹i b	L­u c	L­u d	L­u e	L­u f	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh (1=nam; 2=n÷)	ThÓ h×nh (1=nam tiªu chuÈn; 2=nam kh«i ng«; 3=n÷ gîi c¶m; 4=kiÒu n÷)	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi trang bŞ lªn ng­êi sÏ hiÖn tªn lo¹i h×nh	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	L­u ( Ch÷ sè)	Gi¸ trŞ
C¸n	0	120	306				0;306							1	2	4		\image\item\ornament\º®ÌÁÑã³Ù±³²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù±³²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Khª	0	119	303				249;250							1	1	1		\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Khª	0	119	304				251;252							1	1	2		\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Khª	0	119	305				253;254							1	2	3		\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Khª	0	119	306				255;256							1	2	4		\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù¼ç²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Sa	0	121	303				249;250							1	1	1		\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Sa	0	121	304				251;252							1	1	2		\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Sa	0	121	305				253;254							1	2	3		\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Sa	0	121	306				255;256							1	2	4		\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa1.spr	\image\item\ornament\º®ÌÁÑã³Ù½Å²¿ÂÌa0.spr	Hoa r¬i nh­ n­íc ch¶y, bao giê ng­êi quay vÒ.		ThÇn bİ		1	2	1			999
Bİ B¶o Hå L« §á	0	120	307				0;307							1	1	1		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	Cã biÕt bªn trong hå l« cã chøa g× kh«ng?		ThÇn bİ		1	2	1			999
Bİ B¶o Hå L« §á	0	120	308				0;308							1	1	2		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	Cã biÕt bªn trong hå l« cã chøa g× kh«ng?		ThÇn bİ		1	2	1			999
Bİ B¶o Hå L« §á	0	120	309				0;309							1	2	3		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	Cã biÕt bªn trong hå l« cã chøa g× kh«ng?		ThÇn bİ		1	2	1			999
Bİ B¶o Hå L« §á	0	120	310				0;310							1	2	4		\image\item\ornament\ÂÌÉ«ºùÂ«Ğ¡.spr	\image\item\ornament\ÂÌÉ«ºùÂ«.spr	Cã biÕt bªn trong hå l« cã chøa g× kh«ng?		ThÇn bİ		1	2	1			999
Thanh	0	119	307				0;257							1	1	1		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Thanh	0	119	308				0;258							1	1	2		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Thanh	0	119	309				0;259							1	2	3		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Thanh	0	119	310				0;260							1	2	4		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
B×nh	0	120	311				0;311							1	1	1		\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
B×nh	0	120	312				0;312							1	1	2		\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
B×nh	0	120	313				0;313							1	2	3		\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
B×nh	0	120	314				0;314							1	2	4		\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Nh¹c	0	121	307				257;258							1	1	1		\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Nh¹c	0	121	308				259;260							1	1	2		\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Nh¹c	0	121	309				261;262							1	2	3		\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
Nh¹c	0	121	310				263;264							1	2	4		\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿ÂÌa0.spr	Ng­êi giê tr«i d¹t ph­¬ng nµo.		ThÇn bİ		1	2	1			999
L©m	0	119	311				0;261							1	1	1		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
L©m	0	119	312				0;262							1	1	2		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
L©m	0	119	313				0;263							1	2	3		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
L©m	0	119	314				0;264							1	2	4		\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ¼ç²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Giang	0	120	315				0;315							1	1	1		\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Giang	0	120	316				0;316							1	1	2		\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Giang	0	120	317				0;317							1	2	3		\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Giang	0	120	318				0;318							1	2	4		\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ±³²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Tiªn	0	121	311				265;266							1	1	1		\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Tiªn	0	121	312				267;268							1	1	2		\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Tiªn	0	121	313				269;270							1	2	3		\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Tiªn	0	121	314				271;272							1	2	4		\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a1.spr	\image\item\ornament\ÃÎ»¨»ğ½Å²¿À¶a0.spr	Hoa ®¬n ®éc bay trong giã.		ThÇn bİ		1	2	1			999
Tóy	0	119	319				0;264							1	1	1		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Tóy	0	119	320				0;265							1	1	2		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Tóy	0	119	321				0;266							1	2	3		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Tóy	0	119	322				0;267							1	2	4		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Hoa	0	120	319				0;319							1	1	1		\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Hoa	0	120	320				0;320							1	1	2		\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Hoa	0	120	321				0;321							1	2	3		\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Hoa	0	120	322				0;322							1	2	4		\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
¢m	0	121	319				273;274							1	1	1		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
¢m	0	121	320				275;276							1	1	2		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
¢m	0	121	321				277;278							1	2	3		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
¢m	0	121	322				279;280							1	2	4		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­·Ûa0.spr	Uèng r­îu lóc hoµng h«n, h­¬ng th¬m tho¶ng ¸o mÒm.		ThÇn bİ		1	2	1			999
Ng­	0	119	323				0;268							1	1	1		\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng­	0	119	324				0;269							1	1	2		\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng­	0	119	325				0;270							1	2	3		\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng­	0	119	326				0;271							1	2	4		\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Gia	0	120	323				0;323							1	1	1		\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Gia	0	120	324				0;324							1	1	2		\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Gia	0	120	325				0;325							1	2	3		\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Gia	0	120	326				0;326							1	2	4		\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng¹o	0	121	323				281;282							1	1	1		\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng¹o	0	121	324				283;284							1	1	2		\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng¹o	0	121	325				285;286							1	2	3		\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Ng¹o	0	121	326				287;288							1	2	4		\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿°×É«a0.spr	Gi÷a tiÕng trèng rÒn bËn sím h«m, thêi gian chØ biÕt giôc ®êi buån. ¦íc ®­îc mÊy khi trêi n¾ng ®Ñp, mét khóc nghªu ngao rén bèn ph­¬ng.		ThÇn bİ		1	2	1			999
Thanh	0	119	327				0;272							1	1	1		\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Thanh	0	119	328				0;273							1	1	2		\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Thanh	0	119	329				0;274							1	2	3		\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Thanh	0	119	330				0;275							1	2	4		\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Linh	0	120	327				0;327							1	1	1		\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Linh	0	120	328				0;328							1	1	2		\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Linh	0	120	329				0;329							1	2	3		\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Linh	0	120	330				0;330							1	2	4		\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Tr¶o	0	121	327				289;290							1	1	1		\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Tr¶o	0	121	328				291;292							1	1	2		\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Tr¶o	0	121	329				293;294							1	2	3		\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Tr¶o	0	121	330				295;296							1	2	4		\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿Ç³À¶a0.spr	Kªnh xanh uèn t­êng thµnh, hå réng ®ãn giã thanh.		ThÇn bİ		1	2	1			999
Táa	0	119	331				0;276							1	1	1		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa0.spr	Tµ ¸o ®á ng©u, nhung h­¬u xanh biÕc, dÖt nçi sÇu v­¬ng.		ThÇn bİ		1	2	1			999
Táa	0	119	332				0;277							1	1	2		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa0.spr	Tµ ¸o ®á ng©u, nhung h­¬u xanh biÕc, dÖt nçi sÇu v­¬ng.		ThÇn bİ		1	2	1			999
Táa	0	119	333				0;278							1	2	3		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa0.spr	Tµ ¸o ®á ng©u, nhung h­¬u xanh biÕc, dÖt nçi sÇu v­¬ng.		ThÇn bİ		1	2	1			999
Táa	0	119	334				0;279							1	2	4		\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ¼ç²¿µ­Çàa0.spr	Tµ ¸o ®á ng©u, nhung h­¬u xanh biÕc, dÖt nçi sÇu v­¬ng.		ThÇn bİ		1	2	1			999
Song	0	120	331				0;331							1	1	1		\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa0.spr	§ªm l¹nh n­íc lay liÔu rò, thuyÒn nhá cËp bÕn cÇu son.		ThÇn bİ		1	2	1			999
Song	0	120	332				0;332							1	1	2		\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa0.spr	§ªm l¹nh n­íc lay liÔu rò, thuyÒn nhá cËp bÕn cÇu son.		ThÇn bİ		1	2	1			999
Song	0	120	333				0;333							1	2	3		\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa0.spr	§ªm l¹nh n­íc lay liÔu rò, thuyÒn nhá cËp bÕn cÇu son.		ThÇn bİ		1	2	1			999
Song	0	120	334				0;334							1	2	4		\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓ±³²¿µ­Çàa0.spr	§ªm l¹nh n­íc lay liÔu rò, thuyÒn nhá cËp bÕn cÇu son.		ThÇn bİ		1	2	1			999
Hµn	0	121	331				297;298							1	1	1		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­Çàa0.spr	Du lŞch trë vÒ, må håi ­ít ®Ém. GiÊc méng t­¬ng t­, thæi s¸o vÏ tranh.		ThÇn bİ		1	2	1			999
Hµn	0	121	332				299;300							1	1	2		\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­Çàa1.spr	\image\item\ornament\ÇåãöÕÓÍÈ²¿µ­Çàa0.spr	Du lŞch trë vÒ, må håi ­ít ®Ém. GiÊc méng t­¬ng t­, thæi s¸o vÏ tranh.		ThÇn bİ		1	2	1			999
