Tªn tr©n ch©u	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôĞÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôĞÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Kı hiÖu Ch©u V¹n T­îng	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Şa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trŞ
§Şa-Th¸i Ninh	0	122	168	0	0			20	46				6	100				\image\item\canghaiyizhu\µØ5a1.spr	\image\item\canghaiyizhu\µØ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
§Şa-Ngù K×nh	0	122	169	0	0			4	46				6	100				\image\item\canghaiyizhu\µØ5a1.spr	\image\item\canghaiyizhu\µØ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
§Şa-Kh«n Linh	0	122	170	0	0			19	26				6	100				\image\item\canghaiyizhu\µØ6a1.spr	\image\item\canghaiyizhu\µØ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
§Şa-Th¸i Ninh	0	122	171	0	0			20	26				6	100				\image\item\canghaiyizhu\µØ6a1.spr	\image\item\canghaiyizhu\µØ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
§Şa-Ngù K×nh	0	122	172	0	0			4	26				6	100				\image\item\canghaiyizhu\µØ6a1.spr	\image\item\canghaiyizhu\µØ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
§Şa-Kh«n Linh	0	122	173	0	0			19	26				6	100				\image\item\canghaiyizhu\µØ7a1.spr	\image\item\canghaiyizhu\µØ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
§Şa-Th¸i Ninh	0	122	174	0	0			20	26				6	100				\image\item\canghaiyizhu\µØ7a1.spr	\image\item\canghaiyizhu\µØ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
§Şa-Ngù K×nh	0	122	175	0	0			4	26				6	100				\image\item\canghaiyizhu\µØ7a1.spr	\image\item\canghaiyizhu\µØ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S¬n-Sïng A	0	122	176	0	0			21	7				7	100				\image\item\canghaiyizhu\É½1a1.spr	\image\item\canghaiyizhu\É½1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	177	0	0			22	7				7	100				\image\item\canghaiyizhu\É½1a1.spr	\image\item\canghaiyizhu\É½1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S¬n-Ngù K×nh	0	122	178	0	0			4	7				7	100				\image\item\canghaiyizhu\É½1a1.spr	\image\item\canghaiyizhu\É½1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S¬n-Sïng A	0	122	179	0	0			21	7				7	100				\image\item\canghaiyizhu\É½2a1.spr	\image\item\canghaiyizhu\É½2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	180	0	0			22	7				7	100				\image\item\canghaiyizhu\É½2a1.spr	\image\item\canghaiyizhu\É½2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S¬n-Ngù K×nh	0	122	181	0	0			4	7				7	100				\image\item\canghaiyizhu\É½2a1.spr	\image\item\canghaiyizhu\É½2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S¬n-Sïng A	0	122	182	0	0			21	7				7	100				\image\item\canghaiyizhu\É½3a1.spr	\image\item\canghaiyizhu\É½3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	183	0	0			22	7				7	100				\image\item\canghaiyizhu\É½3a1.spr	\image\item\canghaiyizhu\É½3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S¬n-Ngù K×nh	0	122	184	0	0			4	7				7	100				\image\item\canghaiyizhu\É½3a1.spr	\image\item\canghaiyizhu\É½3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S¬n-Sïng A	0	122	185	0	0			21	7				7	100				\image\item\canghaiyizhu\É½4a1.spr	\image\item\canghaiyizhu\É½4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	186	0	0			22	7				7	100				\image\item\canghaiyizhu\É½4a1.spr	\image\item\canghaiyizhu\É½4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S¬n-Ngù K×nh	0	122	187	0	0			4	7				7	100				\image\item\canghaiyizhu\É½4a1.spr	\image\item\canghaiyizhu\É½4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S¬n-Sïng A	0	122	188	0	0			21	47				7	100				\image\item\canghaiyizhu\É½5a1.spr	\image\item\canghaiyizhu\É½5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	189	0	0			22	47				7	100				\image\item\canghaiyizhu\É½5a1.spr	\image\item\canghaiyizhu\É½5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S¬n-Ngù K×nh	0	122	190	0	0			4	47				7	100				\image\item\canghaiyizhu\É½5a1.spr	\image\item\canghaiyizhu\É½5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S¬n-Sïng A	0	122	191	0	0			21	27				7	100				\image\item\canghaiyizhu\É½6a1.spr	\image\item\canghaiyizhu\É½6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	192	0	0			22	27				7	100				\image\item\canghaiyizhu\É½6a1.spr	\image\item\canghaiyizhu\É½6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S¬n-Ngù K×nh	0	122	193	0	0			4	27				7	100				\image\item\canghaiyizhu\É½6a1.spr	\image\item\canghaiyizhu\É½6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S¬n-Sïng A	0	122	194	0	0			21	27				7	100				\image\item\canghaiyizhu\É½7a1.spr	\image\item\canghaiyizhu\É½7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	195	0	0			22	27				7	100				\image\item\canghaiyizhu\É½7a1.spr	\image\item\canghaiyizhu\É½7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S¬n-Ngù K×nh	0	122	196	0	0			4	27				7	100				\image\item\canghaiyizhu\É½7a1.spr	\image\item\canghaiyizhu\É½7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
H¶i-Th­¬ng Minh	0	122	197	0	0			23	8				8	100				\image\item\canghaiyizhu\º£1a1.spr	\image\item\canghaiyizhu\º£1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
H¶i-Minh M«ng	0	122	198	0	0			24	8				8	100				\image\item\canghaiyizhu\º£1a1.spr	\image\item\canghaiyizhu\º£1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
H¶i-Ngù K×nh	0	122	199	0	0			4	8				8	100				\image\item\canghaiyizhu\º£1a1.spr	\image\item\canghaiyizhu\º£1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
H¶i-Th­¬ng Minh	0	122	200	0	0			23	8				8	100				\image\item\canghaiyizhu\º£2a1.spr	\image\item\canghaiyizhu\º£2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
H¶i-Minh M«ng	0	122	201	0	0			24	8				8	100				\image\item\canghaiyizhu\º£2a1.spr	\image\item\canghaiyizhu\º£2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
H¶i-Ngù K×nh	0	122	202	0	0			4	8				8	100				\image\item\canghaiyizhu\º£2a1.spr	\image\item\canghaiyizhu\º£2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
H¶i-Th­¬ng Minh	0	122	203	0	0			23	8				8	100				\image\item\canghaiyizhu\º£3a1.spr	\image\item\canghaiyizhu\º£3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
H¶i-Minh M«ng	0	122	204	0	0			24	8				8	100				\image\item\canghaiyizhu\º£3a1.spr	\image\item\canghaiyizhu\º£3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
H¶i-Ngù K×nh	0	122	205	0	0			4	8				8	100				\image\item\canghaiyizhu\º£3a1.spr	\image\item\canghaiyizhu\º£3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
H¶i-Th­¬ng Minh	0	122	206	0	0			23	8				8	100				\image\item\canghaiyizhu\º£4a1.spr	\image\item\canghaiyizhu\º£4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
H¶i-Minh M«ng	0	122	207	0	0			24	8				8	100				\image\item\canghaiyizhu\º£4a1.spr	\image\item\canghaiyizhu\º£4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
H¶i-Ngù K×nh	0	122	208	0	0			4	8				8	100				\image\item\canghaiyizhu\º£4a1.spr	\image\item\canghaiyizhu\º£4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
H¶i-Th­¬ng Minh	0	122	209	0	0			23	48				8	100				\image\item\canghaiyizhu\º£5a1.spr	\image\item\canghaiyizhu\º£5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
H¶i-Minh M«ng	0	122	210	0	0			24	48				8	100				\image\item\canghaiyizhu\º£5a1.spr	\image\item\canghaiyizhu\º£5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
H¶i-Ngù K×nh	0	122	211	0	0			4	48				8	100				\image\item\canghaiyizhu\º£5a1.spr	\image\item\canghaiyizhu\º£5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
H¶i-Th­¬ng Minh	0	122	212	0	0			23	28				8	100				\image\item\canghaiyizhu\º£6a1.spr	\image\item\canghaiyizhu\º£6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
H¶i-Minh M«ng	0	122	213	0	0			24	28				8	100				\image\item\canghaiyizhu\º£6a1.spr	\image\item\canghaiyizhu\º£6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
H¶i-Ngù K×nh	0	122	214	0	0			4	28				8	100				\image\item\canghaiyizhu\º£6a1.spr	\image\item\canghaiyizhu\º£6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
H¶i-Th­¬ng Minh	0	122	215	0	0			23	28				8	100				\image\item\canghaiyizhu\º£7a1.spr	\image\item\canghaiyizhu\º£7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
H¶i-Minh M«ng	0	122	216	0	0			24	28				8	100				\image\item\canghaiyizhu\º£7a1.spr	\image\item\canghaiyizhu\º£7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
H¶i-Ngù K×nh	0	122	217	0	0			4	28				8	100				\image\item\canghaiyizhu\º£7a1.spr	\image\item\canghaiyizhu\º£7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Phong-Tïng Xuy	0	122	218	0	0			25	9				9	100				\image\item\canghaiyizhu\·ç1a1.spr	\image\item\canghaiyizhu\·ç1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Phong-Nam Hu©n	0	122	219	0	0			26	9				9	100				\image\item\canghaiyizhu\·ç1a1.spr	\image\item\canghaiyizhu\·ç1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Phong-Long TiÒm	0	122	220	0	0			27	9				9	100				\image\item\canghaiyizhu\·ç1a1.spr	\image\item\canghaiyizhu\·ç1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Phong-Ngù K×nh	0	122	221	0	0			4	9				9	100				\image\item\canghaiyizhu\·ç1a1.spr	\image\item\canghaiyizhu\·ç1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Phong-Tïng Xuy	0	122	222	0	0			25	9				9	100				\image\item\canghaiyizhu\·ç2a1.spr	\image\item\canghaiyizhu\·ç2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Phong-Nam Hu©n	0	122	223	0	0			26	9				9	100				\image\item\canghaiyizhu\·ç2a1.spr	\image\item\canghaiyizhu\·ç2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Phong-Long TiÒm	0	122	224	0	0			27	9				9	100				\image\item\canghaiyizhu\·ç2a1.spr	\image\item\canghaiyizhu\·ç2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Phong-Ngù K×nh	0	122	225	0	0			4	9				9	100				\image\item\canghaiyizhu\·ç2a1.spr	\image\item\canghaiyizhu\·ç2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Phong-Tïng Xuy	0	122	226	0	0			25	9				9	100				\image\item\canghaiyizhu\·ç3a1.spr	\image\item\canghaiyizhu\·ç3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Phong-Nam Hu©n	0	122	227	0	0			26	9				9	100				\image\item\canghaiyizhu\·ç3a1.spr	\image\item\canghaiyizhu\·ç3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Phong-Long TiÒm	0	122	228	0	0			27	9				9	100				\image\item\canghaiyizhu\·ç3a1.spr	\image\item\canghaiyizhu\·ç3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Phong-Ngù K×nh	0	122	229	0	0			4	9				9	100				\image\item\canghaiyizhu\·ç3a1.spr	\image\item\canghaiyizhu\·ç3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Phong-Tïng Xuy	0	122	230	0	0			25	9				9	100				\image\item\canghaiyizhu\·ç4a1.spr	\image\item\canghaiyizhu\·ç4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Phong-Nam Hu©n	0	122	231	0	0			26	9				9	100				\image\item\canghaiyizhu\·ç4a1.spr	\image\item\canghaiyizhu\·ç4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Phong-Long TiÒm	0	122	232	0	0			27	9				9	100				\image\item\canghaiyizhu\·ç4a1.spr	\image\item\canghaiyizhu\·ç4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Phong-Ngù K×nh	0	122	233	0	0			4	9				9	100				\image\item\canghaiyizhu\·ç4a1.spr	\image\item\canghaiyizhu\·ç4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Phong-Tïng Xuy	0	122	234	0	0			25	49				9	100				\image\item\canghaiyizhu\·ç5a1.spr	\image\item\canghaiyizhu\·ç5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Phong-Nam Hu©n	0	122	235	0	0			26	49				9	100				\image\item\canghaiyizhu\·ç5a1.spr	\image\item\canghaiyizhu\·ç5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Phong-Long TiÒm	0	122	236	0	0			27	49				9	100				\image\item\canghaiyizhu\·ç5a1.spr	\image\item\canghaiyizhu\·ç5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Phong-Ngù K×nh	0	122	237	0	0			4	49				9	100				\image\item\canghaiyizhu\·ç5a1.spr	\image\item\canghaiyizhu\·ç5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Phong-Tïng Xuy	0	122	238	0	0			25	29				9	100				\image\item\canghaiyizhu\·ç6a1.spr	\image\item\canghaiyizhu\·ç6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Phong-Nam Hu©n	0	122	239	0	0			26	29				9	100				\image\item\canghaiyizhu\·ç6a1.spr	\image\item\canghaiyizhu\·ç6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Phong-Long TiÒm	0	122	240	0	0			27	29				9	100				\image\item\canghaiyizhu\·ç6a1.spr	\image\item\canghaiyizhu\·ç6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Phong-Ngù K×nh	0	122	241	0	0			4	29				9	100				\image\item\canghaiyizhu\·ç6a1.spr	\image\item\canghaiyizhu\·ç6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Phong-Tïng Xuy	0	122	242	0	0			25	29				9	100				\image\item\canghaiyizhu\·ç7a1.spr	\image\item\canghaiyizhu\·ç7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Phong-Nam Hu©n	0	122	243	0	0			26	29				9	100				\image\item\canghaiyizhu\·ç7a1.spr	\image\item\canghaiyizhu\·ç7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Phong-Long TiÒm	0	122	244	0	0			27	29				9	100				\image\item\canghaiyizhu\·ç7a1.spr	\image\item\canghaiyizhu\·ç7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Phong-Ngù K×nh	0	122	245	0	0			4	29				9	100				\image\item\canghaiyizhu\·ç7a1.spr	\image\item\canghaiyizhu\·ç7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Vô-Thñy V©n	0	122	246	0	0			28	10				10	100				\image\item\canghaiyizhu\Îí1a1.spr	\image\item\canghaiyizhu\Îí1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vô-Tè TrÇn	0	122	247	0	0			29	10				10	100				\image\item\canghaiyizhu\Îí1a1.spr	\image\item\canghaiyizhu\Îí1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vô-Thanh Huy	0	122	248	0	0			30	10				10	100				\image\item\canghaiyizhu\Îí1a1.spr	\image\item\canghaiyizhu\Îí1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vô-Ngù K×nh	0	122	249	0	0			4	10				10	100				\image\item\canghaiyizhu\Îí1a1.spr	\image\item\canghaiyizhu\Îí1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vô-Thñy V©n	0	122	250	0	0			28	10				10	100				\image\item\canghaiyizhu\Îí2a1.spr	\image\item\canghaiyizhu\Îí2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vô-Tè TrÇn	0	122	251	0	0			29	10				10	100				\image\item\canghaiyizhu\Îí2a1.spr	\image\item\canghaiyizhu\Îí2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vô-Thanh Huy	0	122	252	0	0			30	10				10	100				\image\item\canghaiyizhu\Îí2a1.spr	\image\item\canghaiyizhu\Îí2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vô-Ngù K×nh	0	122	253	0	0			4	10				10	100				\image\item\canghaiyizhu\Îí2a1.spr	\image\item\canghaiyizhu\Îí2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vô-Thñy V©n	0	122	254	0	0			28	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vô-Tè TrÇn	0	122	255	0	0			29	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vô-Thanh Huy	0	122	256	0	0			30	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vô-Ngù K×nh	0	122	257	0	0			4	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
